district_type,total_voters,old_districts_total,old_districts_with_voters,new_districts_total,new_districts_with_voters,districts_with_increase,districts_with_decrease,districts_unchanged,voters_who_stayed,voters_who_moved,pct_voters_stayed,pct_voters_moved,avg_voters_2022,avg_voters_2026
HD,18663050,150,150,150,150,47,83,20,11644752,7018298,62.394688970988135,37.60531102901187,124420.33333333333,124420.33333333333
