Old_CD,New_SD,Old_CD_Republican,Old_CD_Democrat,Old_CD_Other,Old_CD_Total,Voters_To_New_SD,New_SD_Republican,New_SD_Democrat,New_SD_Other,Expected_Republican,Expected_Democrat,Net_Republican_Change,Net_Democrat_Change,Pct_Republican_Change,Pct_Democrat_Change
17,7,55661,12212,40664,484446,61524,6333,1463,53728,7068.873236645571,1550.9078163510485,-735.8732366455706,-87.9078163510485,-10.410049975585196,-5.668152254069918
17,8,55661,12212,40664,484446,3129,132,141,2856,359.5101807012546,78.87638250702865,-227.51018070125463,62.12361749297135,-63.283376358765985,78.76073359149747
17,9,55661,12212,40664,484446,55209,6991,1243,46975,6343.303792373144,1391.7181853085792,647.6962076268564,-148.71818530857922,10.210707682101123,-10.685941081929933
17,10,55661,12212,40664,484446,578,18,14,546,66.40999822477634,14.570325691614753,-48.409998224776345,-0.5703256916147534,-72.89564752121235,-3.914296108994851
17,11,55661,12212,40664,484446,48625,1559,2453,44613,5586.827272802335,1225.7475549390438,-4027.827272802335,1227.2524450609562,-72.09507429038501,100.12277325097232
17,13,55661,12212,40664,484446,14473,2148,256,12069,1662.8925680055156,364.8379303369209,485.1074319944844,-108.83793033692092,29.17250586887435,-29.83185718557584
17,14,55661,12212,40664,484446,12616,2487,188,9941,1449.530341875049,318.0263476218196,1037.469658124951,-130.02634762181958,71.5728141835876,-40.88540103489795
17,16,55661,12212,40664,484446,13937,2218,384,11335,1601.308209790152,351.32634803466226,616.691790209848,32.67365196533774,38.51174848411376,9.30008584557231
17,17,55661,12212,40664,484446,57295,9429,1245,46621,6582.97724617398,1444.3024403132652,2846.0227538260197,-199.30244031326515,43.233063815921966,-13.799217861186817
17,18,55661,12212,40664,484446,55717,3864,1901,49952,6401.671057248899,1404.5239386846006,-2537.671057248899,496.4760613153994,-39.64075996025101,35.34835168280374
17,19,55661,12212,40664,484446,10593,817,194,9582,1217.0953480883318,267.03020770116797,-400.0953480883318,-73.03020770116797,-32.87296666746396,-27.349043514543368
17,21,55661,12212,40664,484446,25799,3363,480,21956,2964.2068238771712,650.3457309999463,398.79317612282875,-170.34573099994634,13.45362182255585,-26.1931035878454
17,28,55661,12212,40664,484446,12682,1847,97,10738,1457.113490461269,319.6900872336648,389.88650953873093,-222.69008723366483,26.75745658049649,-69.65811456984537
17,29,55661,12212,40664,484446,10034,1409,167,8458,1152.8683774868612,252.93883735235713,256.13162251313884,-85.93883735235713,22.216900690040646,-33.97613361867391
17,34,55661,12212,40664,484446,12323,2341,212,9770,1415.8657579998596,310.64035207226397,925.1342420001404,-98.64035207226397,65.340533646851,-31.7538759579172
17,36,55661,12212,40664,484446,70166,9320,1169,59677,8061.806116677607,1768.7568727990324,1258.193883322393,-599.7568727990324,15.606848702545006,-33.90838401944558
17,38,55661,12212,40664,484446,15655,1164,483,14008,1798.6998654132763,394.63399429451374,-634.6998654132763,88.36600570548626,-35.28659103265375,22.391888935837358
18,2,9736,27960,20635,423957,35741,1372,1236,33133,820.7775222487186,2357.1219722754904,551.2224777512814,-1121.1219722754904,67.15857376808688,-47.56317176039877
18,7,9736,27960,20635,423957,36313,1346,3039,31928,833.9132695061055,2394.8454206440747,512.0867304938945,644.1545793559253,61.40767262249989,26.897543106673037
18,18,9736,27960,20635,423957,120532,1099,10643,108790,2767.968336411476,7949.095592241666,-1668.9683364114758,2693.904407758334,-60.29578859183067,33.88944536517576
18,29,9736,27960,20635,423957,217130,5271,12551,199308,4986.302101392358,14319.741860613221,284.69789860764195,-1768.7418606132214,5.709599876191695,-12.351771965095171
18,38,9736,27960,20635,423957,14241,648,491,13102,327.03877044134197,939.1951542255465,320.96122955865803,-448.1951542255465,98.14164514058005,-47.72119534572396
19,1,59630,6642,33791,465259,15548,2188,118,13242,1992.7121022914118,221.96199536172324,195.28789770858816,-103.96199536172324,9.800105970352032,-46.83774589082254
19,2,59630,6642,33791,465259,472,89,2,381,60.49396142793584,6.738233972905414,28.506038572064163,-4.738233972905414,47.12212243865419,-70.31863232944947
19,3,59630,6642,33791,465259,10897,962,64,9871,1396.6158849157137,155.5646940736235,-434.61588491571365,-91.56469407362351,-31.119213923443446,-58.85955975993436
19,4,59630,6642,33791,465259,957,221,11,725,122.65407009859025,13.66205489845441,98.34592990140975,-2.662054898454411,80.18154621559526,-19.48502562931122
19,6,59630,6642,33791,465259,1841,357,6,1478,235.9520826034531,26.28196767821794,121.0479173965469,-20.28196767821794,51.301906751966676,-77.17065908663794
19,7,59630,6642,33791,465259,4569,504,49,4016,585.5866732293196,65.22667589450177,-81.58667322931956,-16.226675894501767,-13.932467550771888,-24.877361404629823
19,8,59630,6642,33791,465259,1589,306,23,1260,203.6544591292162,22.684435980819284,102.3455408707838,0.31556401918071586,50.254505257774305,1.3911036600052102
19,9,59630,6642,33791,465259,2549,354,8,2187,326.6930247453569,36.38931863757606,27.306975254643078,-28.38931863757606,8.358603700194605,-78.01552680972954
19,10,59630,6642,33791,465259,12215,1451,89,10675,1565.5375822928734,174.38035588779582,-114.53758229287337,-85.38035588779582,-7.316182223177457,-48.96214109273489
19,11,59630,6642,33791,465259,4570,282,3,4285,585.7148384018363,65.2409518139359,-303.71483840183635,-62.240951813935894,-51.853703968050965,-95.40166120114884
19,13,59630,6642,33791,465259,4388,303,9,4076,562.3887770037763,62.64273447692575,-259.38877700377634,-53.64273447692575,-46.1226801832204,-85.63281109110088
19,14,59630,6642,33791,465259,498,82,8,408,63.82625591337298,7.1094078781925765,18.173744086627018,0.8905921218074235,28.473774352819632,12.526952132528912
19,15,59630,6642,33791,465259,8018,1513,59,6446,1027.6283532398083,114.4643220227873,485.37164676019165,-55.4643220227873,47.23221631925183,-48.45555457162066
19,17,59630,6642,33791,465259,1140,139,7,994,146.10829666916706,16.274548154898667,-7.108296669167061,-9.274548154898667,-4.865087631034651,-56.98805316513204
19,18,59630,6642,33791,465259,5290,676,45,4569,677.9937626139418,75.51961380650347,-1.9937626139418398,-30.51961380650347,-0.2940679876250002,-40.412830876891
19,19,59630,6642,33791,465259,329452,41075,5668,282709,42224.272416009146,4703.230209410242,-1149.2724160091457,964.7697905897576,-2.7218288208405084,20.51291873103388
19,25,59630,6642,33791,465259,25246,3790,172,21284,3235.6579453594663,360.4098620338349,554.3420546405337,-188.40986203383488,17.132282336442977,-52.276555633249345
19,28,59630,6642,33791,465259,5025,897,37,4091,644.0299918969864,71.73649515646125,252.97000810301358,-34.736495156461245,39.27922787538077,-48.42234776134384
19,29,59630,6642,33791,465259,3629,502,25,3102,465.11141106351516,51.80731162642743,36.88858893648484,-26.807311626427428,7.931129630239789,-51.744263087283514
19,32,59630,6642,33791,465259,3451,472,47,2932,442.2980103555224,49.26619796715378,29.701989644477578,-2.2661979671537793,6.715379438538034,-4.599904317083031
19,34,59630,6642,33791,465259,3188,426,29,2733,408.5905699836005,45.511631155979785,17.409430016399483,-16.511631155979785,4.260849685566224,-36.28002498831624
19,36,59630,6642,33791,465259,9506,1140,61,8305,1218.3381299448263,135.7068901407603,-78.33812994482628,-74.7068901407603,-6.429916951575168,-55.05018209707075
19,37,59630,6642,33791,465259,6436,1199,67,5170,824.8710503182099,91.87981747800688,374.1289496817901,-24.879817478006885,45.35605286880448,-27.07865357260023
19,38,59630,6642,33791,465259,3843,593,29,3221,492.5387579821132,54.862358385329465,100.46124201788678,-25.862358385329465,20.39661658901066,-47.140442274981055
20,20,15979,23183,23123,456611,263717,9017,14199,240501,9228.717536371221,13389.408514030541,-211.71753637122129,809.5914859694585,-2.294116550179622,6.046506722990048
20,21,15979,23183,23123,456611,82012,4278,4557,73177,2869.9916296366055,4163.903620368323,1408.0083703633945,393.09637963167734,49.059668182435594,9.44057344912574
20,23,15979,23183,23123,456611,50953,1591,1791,47571,1783.0888590069007,2586.9797245357645,-192.08885900690075,-795.9797245357645,-10.772814716249503,-30.768688172792064
20,35,15979,23183,23123,456611,59929,1093,2636,56200,2097.2019749852716,3042.7081410653705,-1004.2019749852716,-406.70814106537046,-47.882940554274654,-13.366649780710354
21,2,79937,27766,53029,612199,6275,821,310,5144,819.3490597011756,284.5996971572969,1.6509402988243664,25.400302842703127,0.20149413479848016,8.924922653260767
21,7,79937,27766,53029,612199,20458,2847,1215,16396,2671.2737949588286,927.8630445329051,175.7262050411714,287.13695546709494,6.578367420546638,30.946049329041053
21,8,79937,27766,53029,612199,7874,1481,361,6032,1028.1361746752282,357.1215960823196,452.8638253247718,3.878403917680373,44.04706657343559,1.0860177486399807
21,9,79937,27766,53029,612199,14386,2472,561,11353,1878.4311669898188,652.4703176581471,593.5688330101812,-91.47031765814711,31.599179328001338,-14.019077218171896
21,10,79937,27766,53029,612199,17881,1163,1283,15435,2334.7857428711905,810.9844119314145,-1171.7857428711905,472.01558806858554,-50.18814880333272,58.2027941750999
21,15,79937,27766,53029,612199,14717,2913,327,11477,1921.651013804335,667.4826682173607,991.348986195665,-340.4826682173607,51.58839867771149,-51.009963918117066
21,17,79937,27766,53029,612199,11051,2186,377,8488,1442.968359961385,501.21294873072316,743.031640038615,-124.21294873072316,51.49327321761228,-24.78247001504676
21,18,79937,27766,53029,612199,25358,2777,1563,21018,3311.0842160800653,1150.1002582493602,-534.0842160800653,412.8997417506398,-16.13019123724851,35.9011954643972
21,20,79937,27766,53029,612199,13343,2459,255,10629,1742.242948779727,605.1655393099303,716.7570512202731,-350.1655393099303,41.13990254472215,-57.86276920348501
21,21,79937,27766,53029,612199,258617,32075,11190,215352,33768.54115900222,11729.453367287435,-1693.5411590022195,-539.453367287435,-5.015144572067914,-4.5991347626815235
21,23,79937,27766,53029,612199,40403,4942,1906,33555,5275.563356032923,1832.4592134256998,-333.56335603292337,73.54078657430023,-6.322800685380332,4.013229109575598
21,27,79937,27766,53029,612199,6119,832,396,4891,798.9795850695608,277.5243899450996,33.02041493043919,118.47561005490041,4.1328233596311925,42.69016142269063
21,28,79937,27766,53029,612199,7213,1808,175,5230,941.8270546015266,327.14224949730396,866.1729453984734,-152.14224949730396,91.96730346262336,-46.50645085772017
21,29,79937,27766,53029,612199,26963,4199,1151,21613,3520.654772386103,1222.8942843748518,678.3452276138969,-71.89428437485185,19.267587181067242,-5.879026935807823
21,35,79937,27766,53029,612199,91105,9413,4327,77365,11895.903758418423,4132.024766456659,-2482.9037584184225,194.97523354334135,-20.871922040066405,4.718636614333238
21,36,79937,27766,53029,612199,12014,2444,433,9137,1568.7106937450078,544.8893644060183,875.2893062549922,-111.88936440601833,55.79673229391968,-20.53432709738948
21,38,79937,27766,53029,612199,38420,5105,1936,31379,5016.635995811819,1742.5211736706528,88.36400418818084,193.47882632934716,1.761419490310883,11.10338452426265
22,13,55603,21688,27326,522685,26463,4148,498,21817,2815.122280149612,1098.040969226207,1332.877719850388,-600.0409692262069,47.34706301211013,-54.64650099978125
22,14,55603,21688,27326,522685,91007,9958,3227,77822,9681.284561447143,3776.1937227967132,276.71543855285745,-549.1937227967132,2.858251266105688,-14.543579146410185
22,18,55603,21688,27326,522685,3126,357,312,2457,332.5425026545625,129.70850129619177,24.457497345437503,182.29149870380823,7.35469816646066,140.53936086081376
22,22,55603,21688,27326,522685,379640,37520,17112,325008,40385.93592699235,15752.570515702573,-2865.9359269923516,1359.4294842974268,-7.096371202522693,8.629889851578904
22,27,55603,21688,27326,522685,22445,3620,539,18286,2387.6892105187635,931.3203172082611,1232.3107894812365,-392.32031720826114,51.611021403137194,-42.12517540520172
23,1,43932,36319,35386,523641,2174,661,78,1435,182.39245590013005,150.78556873888792,478.60754409987,-72.78556873888792,262.4053400333258,-48.27091169774284
23,2,43932,36319,35386,523641,2105,78,192,1835,176.6035509060597,145.9998262168165,-98.6035509060597,46.0001737831835,-55.833277643726234,31.50700584730225
23,3,43932,36319,35386,523641,1572,508,75,989,131.8863572562118,109.03169919849668,376.1136427437882,-34.03169919849668,285.18009790286584,-31.212665168631904
23,7,43932,36319,35386,523641,13945,775,720,12450,1169.9460890190035,967.2054995693615,-394.94608901900347,-247.20549956936145,-33.757631460622655,-25.55873593351436
23,9,43932,36319,35386,523641,15049,362,805,13882,1262.5685689241293,1043.7773799225042,-900.5685689241293,-238.77737992250422,-71.32828989173471,-22.87627462670559
23,10,43932,36319,35386,523641,2922,571,109,2242,245.14754192280589,202.66579202163314,325.8524580771941,-93.66579202163314,132.9209567109595,-46.21687315224612
23,11,43932,36319,35386,523641,2677,545,19,2113,224.59273433516475,185.67293813891578,320.4072656648352,-166.67293813891578,142.6614563526727,-89.76695247544116
23,13,43932,36319,35386,523641,1938,372,16,1550,162.59272287693287,134.41694214165813,209.40727712306713,-118.41694214165813,128.79252737625188,-88.0967385918227
23,15,43932,36319,35386,523641,9935,559,2480,6896,833.5184219723054,689.0775645910079,-274.5184219723054,1790.922435408992,-32.93489558667806,259.90142872696316
23,17,43932,36319,35386,523641,5497,242,1506,3749,461.18276452760574,381.26415425835637,-219.18276452760574,1124.7358457416435,-47.526226343717966,295.0017286386403
23,18,43932,36319,35386,523641,27957,1308,1325,25324,2345.513288684423,1939.0580244862415,-1037.513288684423,-614.0580244862415,-44.23395483153945,-31.667851953473015
23,20,43932,36319,35386,523641,9318,190,310,8818,781.7538657209806,646.2833162414707,-591.7538657209806,-336.28331624147074,-75.69567502876747,-52.033420605248196
23,21,43932,36319,35386,523641,25964,3268,1841,20855,2178.3062212469995,1800.8263600443815,1089.6937787530005,40.173639955618455,50.024820575005805,2.2308447303397076
23,23,43932,36319,35386,523641,285184,26524,16134,242526,23926.13162070961,19779.95935383211,2597.8683792903903,-3645.9593538321096,10.85787046762615,-18.4325927501249
23,25,43932,36319,35386,523641,8402,554,1756,6092,704.9040544953509,582.7508502962908,-150.90405449535092,1173.2491497037092,-21.40774386712599,201.32946165710246
23,27,43932,36319,35386,523641,17972,2516,820,14636,1507.8000080207623,1246.5125305314136,1008.1999919792377,-426.51253053141363,66.86563115904659,-34.216465545643786
23,28,43932,36319,35386,523641,20054,1530,3223,15301,1682.4739239287985,1390.917109240873,-152.4739239287985,1832.082890759127,-9.062483629627483,131.7176184394648
23,29,43932,36319,35386,523641,15875,390,555,14930,1331.8676345053195,1101.0675730128085,-941.8676345053195,-546.0675730128085,-70.71781084725785,-49.59437425975818
23,31,43932,36319,35386,523641,3026,384,29,2613,253.872848000825,209.87908509837848,130.127151999175,-180.87908509837848,51.25682128825062,-86.18252028952452
23,32,43932,36319,35386,523641,7857,194,1480,6183,659.1800947595776,544.9504202306542,-465.1800947595776,935.0495797693458,-70.5694996644646,171.58433961268975
23,34,43932,36319,35386,523641,7440,1098,553,5789,624.1949732736741,516.0278893363965,473.8050267263259,36.97211066360353,75.90657519098431,7.164750477178485
23,35,43932,36319,35386,523641,20235,854,636,18745,1697.6593123915047,1403.471013537901,-843.6593123915047,-767.471013537901,-49.695442791936614,-54.68378086436163
23,36,43932,36319,35386,523641,9580,364,1403,7813,803.7349252636826,664.4552661078869,-439.7349252636826,738.5447338921131,-54.71143674880348,111.15040719267868
23,38,43932,36319,35386,523641,6878,84,238,6556,577.0447615828401,477.0483632870612,-493.0447615828401,-239.0483632870612,-85.4430703487218,-50.109880189069045
24,5,58741,22877,40719,543784,17320,1686,1168,14466,1870.9526576728997,728.6526267782797,-184.9526576728997,439.3473732217203,-9.885480368217587,60.29586075387998
24,12,58741,22877,40719,543784,1631,123,34,1474,176.18497601989026,68.61619135539111,-53.18497601989026,-34.61619135539111,-30.187009824200896,-50.44901308511835
24,24,58741,22877,40719,543784,473431,52744,18385,402302,51141.28104357612,19917.248368837627,1602.7189564238797,-1532.248368837627,3.1339045947211326,-7.693072559334907
24,25,58741,22877,40719,543784,2628,118,105,2405,283.88357877392497,110.55999440954497,-165.88357877392497,-5.55999440954497,-58.43366477566809,-5.028938757855942
24,32,58741,22877,40719,543784,47380,3995,3064,40321,5118.11414090889,1993.2772203669103,-1123.1141409088896,1070.7227796330897,-21.94390570409287,53.716701755915196
24,33,58741,22877,40719,543784,1394,75,121,1198,150.58360304826917,58.64559825224722,-75.58360304826917,62.35440174775278,-50.1937804105013,106.32409525358273
25,1,59695,13393,43411,524962,9330,1394,45,7891,1060.9422205797753,238.0299716931892,333.05777942022473,-193.0299716931892,31.392640707447573,-81.09481773244794
25,2,59695,13393,43411,524962,1149,224,9,916,130.6562284508212,29.313658893405616,93.3437715491788,-20.313658893405616,71.44226697490602,-69.29758911118176
25,5,59695,13393,43411,524962,12564,1563,72,10929,1428.6900385170736,320.5368236177095,134.30996148292638,-248.5368236177095,9.400916774245522,-77.53768219595534
25,6,59695,13393,43411,524962,111605,10301,4522,96782,12690.938534598696,2847.3027857254433,-2389.9385345986957,1674.6972142745567,-18.831850206216988,58.81696961315173
25,7,59695,13393,43411,524962,11088,1974,86,9028,1260.8496614993085,282.8806351697837,713.1503385006915,-196.88063516978372,56.561092117252606,-69.5984845521917
25,9,59695,13393,43411,524962,14752,2218,159,12375,1677.4940662371753,376.35778589688397,540.5059337628247,-217.35778589688397,32.22103401982493,-57.75296647016531
25,10,59695,13393,43411,524962,11776,2484,68,9224,1339.0842003802181,300.43311325391176,1144.9157996197819,-232.43311325391176,85.49991100594688,-77.3660102698035
25,13,59695,13393,43411,524962,1472,146,12,1314,167.38552504752727,37.55413915673897,-21.385525047527267,-25.55413915673897,-12.776209317654608,-68.04613214560494
25,18,59695,13393,43411,524962,12430,1934,160,10336,1413.4524975141057,317.118172362952,520.5475024858943,-157.118172362952,36.82808608010538,-49.54562243854168
25,21,59695,13393,43411,524962,7435,1610,83,5742,845.4560996795959,189.68411999344715,764.5439003204041,-106.68411999344715,90.42975745401148,-56.24304237863068
25,25,59695,13393,43411,524962,106345,8437,4040,93868,12092.808193735927,2713.107967814813,-3655.8081937359275,1326.892032185187,-30.23125923414245,48.906716869579284
25,26,59695,13393,43411,524962,8585,1156,68,7361,976.2260411229765,219.02329120964947,179.77395887702346,-151.02329120964947,18.41519804882741,-68.95307360945905
25,27,59695,13393,43411,524962,50954,7656,597,42701,5794.131822874799,1299.954895782933,1861.8681771252013,-702.9548957829329,32.13368687565384,-54.07532969515526
25,29,59695,13393,43411,524962,26185,4371,273,21541,2977.5747101694983,668.0401724315284,1393.4252898305017,-395.0401724315284,46.797324180362246,-59.13419412992241
25,30,59695,13393,43411,524962,40529,1310,1956,37263,4608.673875442413,1033.9889306273597,-3298.673875442413,922.0110693726403,-71.57533738760706,89.17030367174452
25,34,59695,13393,43411,524962,82615,10245,1038,71332,9394.398880299907,2107.7005478491774,850.6011197000935,-1069.7005478491774,9.054343237264574,-50.752017355632574
25,36,59695,13393,43411,524962,2854,433,41,2380,324.53688076470297,72.81216926177514,108.46311923529703,-31.81216926177514,33.42089163478939,-43.69073134932111
25,38,59695,13393,43411,524962,13267,2237,164,10866,1508.630272286375,338.4719865437879,728.369727713625,-174.47198654378792,48.280200993829894,-51.5469502588264
26,4,60431,16084,33683,579436,26346,1957,685,23704,2747.697978724139,731.3129733050761,-790.6979787241389,-46.31297330507607,-28.776742744167617,-6.332852690383772
26,12,60431,16084,33683,579436,18,0,0,18,1.8772703111301337,0.49964448187547894,-1.8772703111301337,-0.49964448187547894,-100.0,-100.0
26,13,60431,16084,33683,579436,9526,712,346,8468,993.4931657680918,264.4229630192118,-281.4931657680918,81.5770369807882,-28.333679130088747,30.850965456756175
26,14,60431,16084,33683,579436,38559,5572,389,32598,4021.4258848259346,1070.3217542575885,1550.5741151740654,-681.3217542575885,38.557819031922335,-63.65578869600538
26,26,60431,16084,33683,579436,504987,52190,14664,438133,52666.505700370704,14017.442664936249,-476.5057003707043,646.5573350637515,-0.9047604241709741,4.612519919065365
27,1,50218,15264,37547,487762,13205,2950,224,10031,1359.5333174786065,413.236619498854,1590.4666825213935,-189.236619498854,116.98622329249544,-45.79376816322514
27,2,50218,15264,37547,487762,937,75,42,820,96.46972498882651,29.32243184175889,-21.469724988826513,12.677568158241112,-22.255401880033574,43.23505030775324
27,3,50218,15264,37547,487762,10229,713,212,9304,1053.1364107905085,320.1058221017627,-340.13641079050853,-108.10582210176273,-32.29746947360734,-33.77190123939561
27,4,50218,15264,37547,487762,33172,2838,1150,29184,3415.2547676940803,1038.0829338898889,-577.2547676940803,111.91706611011114,-16.90224615611422,10.781129566472805
27,5,50218,15264,37547,487762,19956,3815,446,15695,2054.588934767366,624.502080932914,1760.411065232634,-178.50208093291405,85.68191113284465,-28.58310426544268
27,7,50218,15264,37547,487762,5852,703,95,5054,602.4982183933968,183.13219972035543,100.50178160660323,-88.13219972035543,16.680842953295063,-48.124906409104526
27,8,50218,15264,37547,487762,2364,412,81,1871,243.3878653933681,73.97889954527004,168.6121346066319,7.021100454729961,69.27713275027816,9.490679772052472
27,9,50218,15264,37547,487762,12212,1843,468,9901,1257.2980592994124,382.16172641575196,585.7019407005876,85.83827358424804,46.58417599299807,22.461242885129995
27,10,50218,15264,37547,487762,31794,5448,576,25770,3273.3814688311104,994.959869772553,2174.6185311688896,-418.959869772553,66.43339775322376,-42.10821787901123
27,14,50218,15264,37547,487762,22214,2418,306,19490,2287.0634694789674,695.1638216999274,130.93653052103264,-389.16382169992744,5.725093871175436,-55.98159880476531
27,15,50218,15264,37547,487762,145834,10088,5775,129971,15014.477987215076,4563.722011964852,-4926.477987215076,1211.2779880351482,-32.811516933256044,26.54144982668758
27,17,50218,15264,37547,487762,1825,146,13,1666,187.8946084360815,57.11146009734256,-41.89460843608151,-44.11146009734256,-22.296865665697553,-77.23749317940324
27,18,50218,15264,37547,487762,7289,849,240,6200,750.4459182962182,228.10160693124925,98.55408170378178,11.89839306875075,13.13273605745434,5.216268850020409
27,23,50218,15264,37547,487762,13263,2067,223,10973,1365.5047625686298,415.05166864167364,701.4952374313702,-192.05166864167364,51.37259544315308,-46.27174955595167
27,27,50218,15264,37547,487762,28706,3470,1226,24010,2955.4534957622777,898.3241498927756,514.5465042377223,327.6758501072244,17.41006938446207,36.476348781933105
27,28,50218,15264,37547,487762,73392,4260,3051,66081,7556.143069775832,2296.725632583104,-3296.1430697758324,754.274367416896,-43.62203096656849,32.841291825030545
27,29,50218,15264,37547,487762,2223,566,64,1593,228.8710764676215,69.56645249117398,337.1289235323785,-5.566452491173976,147.30079865730534,-8.001633390577451
27,31,50218,15264,37547,487762,9565,1749,133,7683,984.7736601047231,299.3266388115515,764.2263398952769,-166.3266388115515,77.60426287335987,-55.566934995139725
27,32,50218,15264,37547,487762,6923,1139,203,5581,712.7640406591739,216.64802096104248,426.23595934082607,-13.648020961042477,59.800429739221585,-6.299628725201536
27,36,50218,15264,37547,487762,40791,4189,573,36029,4199.676149433535,1276.5115445647673,-10.676149433535102,-703.5115445647673,-0.25421363585321055,-55.11203933565935
27,38,50218,15264,37547,487762,6008,479,163,5366,618.5593465665632,188.01405603552553,-139.55934656656325,-25.014056035525527,-22.56199786507393,-13.304354239769758
28,1,23218,48612,27399,476116,643,185,1,457,31.356169504910568,65.65105142444278,153.64383049508945,-64.65105142444278,489.99553491706916,-98.47679514904512
28,2,23218,48612,27399,476116,1324,146,24,1154,64.56542523250636,135.18194725655093,81.43457476749364,-111.18194725655093,126.12721820423214,-82.24615010578866
28,3,23218,48612,27399,476116,8050,125,1923,6002,392.5616866477917,821.9144074133195,-267.5616866477917,1101.0855925866804,-68.15787066042677,133.9659680686158
28,7,23218,48612,27399,476116,11395,1337,419,9639,555.6820396710045,1163.4428164564938,781.3179603289955,-744.4428164564938,140.60522107059285,-63.98619733833147
28,8,23218,48612,27399,476116,4873,437,186,4250,237.6339253459241,497.5389946987709,199.3660746540759,-311.5389946987709,83.8963015755677,-62.6159955336543
28,9,23218,48612,27399,476116,9681,636,299,8746,472.0980979425182,988.4414134370616,163.90190205748178,-689.4414134370616,34.7177636961033,-69.75035688151702
28,14,23218,48612,27399,476116,32215,3883,817,27515,1570.9782279948583,3289.1891471826193,2312.0217720051414,-2472.1891471826193,147.17083475791546,-75.16105144941854
28,17,23218,48612,27399,476116,36401,836,7620,27945,1775.1103050517102,3716.5846390375455,-939.1103050517102,3903.4153609624545,-52.90433514915307,105.02694651327222
28,18,23218,48612,27399,476116,8295,842,285,7168,404.5092162414202,846.9291937258988,437.4907837585798,-561.9291937258988,108.15347739752745,-66.34901688224981
28,20,23218,48612,27399,476116,29517,539,2151,26827,1439.4091061842073,3013.720194238379,-900.4091061842073,-862.720194238379,-62.554078775501246,-28.62641979463538
28,28,23218,48612,27399,476116,148492,3247,21439,123806,7241.275773130918,15161.20673113275,-3994.2757731309184,6277.79326886725,-55.15983506596807,41.40694985694066
28,29,23218,48612,27399,476116,8762,594,302,7866,427.28267060968335,894.6104394727336,166.71732939031665,-592.6104394727336,39.01804141797516,-66.24228975262204
28,32,23218,48612,27399,476116,8207,212,3918,4077,400.2178586730965,837.9442908870948,-188.2178586730965,3080.0557091129053,-47.02885056082304,367.57284972395786
28,35,23218,48612,27399,476116,128808,6297,6625,115886,6281.37710977997,13151.447327962094,15.622890220030058,-6526.447327962094,0.24871759722411113,-49.62531625006638
28,36,23218,48612,27399,476116,21433,2017,2094,17322,1045.1893950213814,2188.3343470918853,971.8106049786186,-94.33434709188532,92.97937862818999,-4.31078309478841
28,38,23218,48612,27399,476116,17825,1884,486,15455,869.2437347201102,1819.9533307009215,1014.7562652798898,-1333.9533307009215,116.74012992531186,-73.29601854060587
29,7,6647,14047,13321,339572,13690,286,957,12447,267.9768355459225,566.3112094047801,18.023164454077516,390.68879059521987,6.725642691227665,68.98835553791216
29,9,6647,14047,13321,339572,161422,3392,6535,151495,3159.7777025196424,6677.5082574535,232.2222974803576,-142.50825745349994,7.349323887410843,-2.1341532194202957
29,18,6647,14047,13321,339572,9024,169,695,8160,176.64156055269575,373.2938169224789,-7.641560552695751,321.7061830775211,-4.326026405555967,86.18042102324162
29,29,6647,14047,13321,339572,126412,2061,4815,119536,2474.4695204551613,5229.257312145878,-413.4695204551613,-414.25731214587813,-16.709420626814044,-7.9219148612880845
29,36,6647,14047,13321,339572,29024,739,1045,27240,568.1343809265782,1200.629404073363,170.86561907342184,-155.62940407336305,30.07485989401922,-12.962318226203754
30,5,9423,36626,29074,467890,99,4,3,92,1.9937955502361666,7.749629186347218,2.0062044497638336,-4.749629186347218,100.62237572584598,-61.28847035306927
30,24,9423,36626,29074,467890,1967,57,68,1842,39.614099467823635,153.97495565196948,17.385900532176365,-85.97495565196948,43.88816296656694,-55.83697380390821
30,30,9423,36626,29074,467890,324797,6246,29912,288639,6541.200134647032,25424.811220586034,-295.2001346470324,4487.188779413966,-4.512935372263482,17.648857804618686
30,33,9423,36626,29074,467890,141027,3116,6643,131268,2840.1919703349076,11039.464194575648,275.80802966509236,-4396.464194575648,9.710893930615889,-39.82497807036591
31,2,62367,17699,38630,566107,21748,1940,553,19255,2395.9384286009536,679.938336745527,-455.93842860095356,-126.93833674552695,-19.02963879030844,-18.669095399607507
31,6,62367,17699,38630,566107,4444,904,36,3504,489.58756560155587,138.93902742767708,414.41243439844413,-102.93902742767708,84.645212320549,-74.08935367800862
31,7,62367,17699,38630,566107,49047,4488,1885,42674,5403.420641327523,1533.4254001452023,-915.4206413275233,351.5745998547977,-16.94150246838123,22.927401608288648
31,8,62367,17699,38630,566107,17571,2224,684,14663,1935.7657774943607,549.3469061502508,288.2342225056393,134.6530938497492,14.88993275202578,24.511486702160568
31,9,62367,17699,38630,566107,79848,8957,3181,67710,8796.71195728016,2496.4004190020614,160.28804271983972,684.5995809979386,1.822135855968153,27.423468438272735
31,18,62367,17699,38630,566107,125012,11795,4209,109008,13772.349403911276,3908.4261243899123,-1977.3494039112757,300.5738756100877,-14.357386281165061,7.690406983373799
31,19,62367,17699,38630,566107,13694,1713,161,11820,1508.6435921124453,428.13479783857116,204.35640788755472,-267.13479783857116,13.545704827566935,-62.395021191268526
