Old_HD,New_SD,Old_HD_Republican,Old_HD_Democrat,Old_HD_Other,Old_HD_Total,Voters_To_New_SD,New_SD_Republican,New_SD_Democrat,New_SD_Other,Expected_Republican,Expected_Democrat,Net_Republican_Change,Net_Democrat_Change,Pct_Republican_Change,Pct_Democrat_Change
66,15,14360,5128,7408,146144,111615,10872,3678,97065,10967.20631705715,3916.422980074447,-95.20631705714914,-238.42298007444697,-0.8680999910531092,-6.087774004173442
66,28,14360,5128,7408,146144,34529,3488,1450,29591,3392.793682942851,1211.5770199255528,95.20631705714914,238.4229800744472,2.806133409638066,19.678730790808284
67,15,14128,5291,7814,145930,104813,10101,4127,90585,10147.317645446446,3800.2164256835467,-46.31764544644648,326.78357431645327,-0.45645210946196474,8.59907799218763
67,28,14128,5291,7814,145930,41117,4027,1164,35926,3980.6823545535535,1490.7835743164533,46.31764544644648,-326.78357431645327,1.1635604482096675,-21.92025589403804
68,2,22325,1156,17522,140558,3199,687,26,2486,508.1011041705204,26.309736905761323,178.8988958294796,-0.30973690576132284,35.209310580329024,-1.1772710113779072
68,5,22325,1156,17522,140558,12564,1563,72,10929,1995.5555713655574,103.3308954310676,-432.5555713655574,-31.330895431067603,-21.675947168414854,-30.32093673471411
68,6,22325,1156,17522,140558,1302,262,4,1036,206.79826121601045,10.708120491185133,55.201738783989555,-6.708120491185133,26.693521724696108,-62.64517192076071
68,7,22325,1156,17522,140558,3588,455,21,3112,569.8864525676233,29.509014072482536,-114.88645256762334,-8.509014072482536,-20.159533894866676,-28.835304532987706
68,8,22325,1156,17522,140558,2497,805,22,1670,396.6015808420723,20.536234152449524,408.3984191579277,1.4637658475504765,102.97448091124805,7.12772281755407
68,10,22325,1156,17522,140558,5869,1459,40,4370,932.1804877701732,48.26878583929766,526.8195122298268,-8.268785839297657,56.51475429291681,-17.13071024166033
68,11,22325,1156,17522,140558,2716,657,49,2010,431.3856201710326,22.33736962677329,225.6143798289674,26.66263037322671,52.29993056781018,119.36333963542964
68,13,22325,1156,17522,140558,1472,146,12,1314,233.79957028415316,12.106262183582578,-87.79957028415316,-0.10626218358257766,-37.55334972491358,-0.8777455995185769
68,17,22325,1156,17522,140558,1140,139,7,994,181.0676019863686,9.375773701959332,-42.0676019863686,-2.375773701959332,-23.233091687786086,-25.339494931099367
68,18,22325,1156,17522,140558,3396,498,21,2877,539.3908564436033,27.929936396363065,-41.3908564436033,-6.929936396363065,-7.673629604422294,-24.81185885287392
68,19,22325,1156,17522,140558,1213,246,3,964,192.6622817626887,9.976152193400589,53.33771823731129,-6.976152193400589,27.684566874905954,-69.92828555698503
68,26,22325,1156,17522,140558,38845,4560,316,33969,6169.799122070604,319.47537671281606,-1609.7991220706044,-3.4753767128160575,-26.091596990768,-1.0878386774515507
68,27,22325,1156,17522,140558,12407,2393,110,9904,1970.6190682849783,102.03967045632407,422.3809317150217,7.960329543675925,21.43392086846181,7.801210556714976
68,29,22325,1156,17522,140558,9675,1415,52,8208,1536.6921484369443,79.57071102320751,-121.69214843694431,-27.570711023207508,-7.91909743019929,-34.64932092307968
68,31,22325,1156,17522,140558,14267,2538,259,11470,2266.045155736422,117.33698544373142,271.9548442635778,141.6630145562686,12.001298543196839,120.73176587973845
68,32,22325,1156,17522,140558,3803,962,15,2826,604.0351669773332,31.27725209522048,357.96483302266677,-16.27725209522048,59.262250377567774,-52.04182274602004
68,34,22325,1156,17522,140558,15681,2469,94,13118,2490.632514691444,128.96623457931958,-21.632514691444158,-34.966234579319575,-0.8685550583573,-27.1127048823108
68,36,22325,1156,17522,140558,5742,943,27,4772,912.0089215839724,47.2242917514478,30.991078416027563,-20.2242917514478,3.3981113213456746,-42.82603507934614
68,38,22325,1156,17522,140558,1124,120,6,998,178.52630230936694,9.244183895616045,-58.52630230936694,-3.244183895616045,-32.78301379252629,-35.094324520681205
69,1,12010,1339,11047,120589,8310,934,32,7344,827.6302150279047,92.27284412342752,106.36978497209532,-60.27284412342752,12.852332242184863,-65.3202409614733
69,4,12010,1339,11047,120589,957,221,11,725,95.31192729021718,10.626367247427211,125.68807270978282,0.3736327525727887,131.8702457112977,3.5160910956023126
69,13,12010,1339,11047,120589,81105,6242,1037,73826,8077.611141978125,900.5762963454379,-1835.6111419781246,136.42370365456213,-22.724678246006803,15.148489273832
69,14,12010,1339,11047,120589,3848,685,31,3132,383.2395989683968,42.72754563019844,301.7604010316032,-11.727545630198442,78.73935831367137,-27.447271911424266
69,15,12010,1339,11047,120589,165,53,0,112,16.43309091210641,1.8321322840391743,36.56690908789359,-1.8321322840391743,222.51997073146117,-100.0
69,17,12010,1339,11047,120589,853,143,3,707,84.95410029107133,9.471568716881308,58.04589970892867,-6.471568716881308,68.32618968366533,-68.32626052057186
69,19,12010,1339,11047,120589,4951,543,42,4366,493.0923218535687,54.97507235319971,49.907678146431294,-12.975072353199707,10.12136590544035,-23.601737656366215
69,23,12010,1339,11047,120589,2433,347,12,2074,242.31339508578725,27.01562331555946,104.68660491421275,-15.01562331555946,43.20297888490651,-55.581258074883344
69,27,12010,1339,11047,120589,808,305,6,497,80.47234822413321,8.971896275779715,224.5276517758668,-2.9718962757797147,279.0121783827009,-33.12450550506881
69,28,12010,1339,11047,120589,2395,235,19,2141,238.52880445148398,26.59367769862923,-3.5288044514839783,-7.593677698629229,-1.4794039066261813,-28.55444735656342
69,32,12010,1339,11047,120589,3451,472,47,2932,343.700586288965,38.31932431647994,128.29941371103502,8.680675683520057,37.32883178824948,22.653519701511986
69,36,12010,1339,11047,120589,11302,1828,99,9375,1125.616930234101,125.49550954067121,702.3830697658991,-26.495509540671208,62.399831674512974,-21.11271521797711
70,15,10761,6022,7562,114815,75167,6806,3951,64410,7045.003588381309,3942.4785437442843,-239.00358838130887,8.521456255715748,-3.3925261411573446,0.21614464507960715
70,28,10761,6022,7562,114815,39648,3955,2071,33622,3715.9964116186907,2079.5214562557157,239.00358838130933,-8.521456255715748,6.431749708746333,-0.4097796745535419
71,1,15461,1400,9307,120016,10450,1587,50,8813,1346.2159212105053,121.90041327822956,240.78407878949474,-71.90041327822956,17.885992506535196,-58.982911825017084
71,3,15461,1400,9307,120016,10897,962,64,9871,1403.8004682708972,127.114718037595,-441.8004682708972,-63.114718037595,-31.47174247741034,-49.65177834004117
71,19,15461,1400,9307,120016,90173,11877,1217,77079,11616.490742900947,1051.8780829222771,260.5092570990528,165.12191707772286,2.242581368717182,15.697818954359146
71,25,15461,1400,9307,120016,8495,1035,69,7391,1094.364043127583,99.09512065057993,-59.364043127583045,-30.09512065057993,-5.424524270545891,-30.36993189271
72,2,16049,1249,9519,112033,4765,749,63,3953,682.5978506332956,53.122606731945055,66.4021493667044,9.877393268054945,9.727857962795856,18.593577905346308
72,3,16049,1249,9519,112033,6828,1429,51,5348,978.1276231110477,76.12196406415967,450.8723768889523,-25.12196406415967,46.09545485024753,-33.00225417592422
72,5,16049,1249,9519,112033,6157,1455,41,4661,882.0052395276392,68.64131996822366,572.9947604723608,-27.641319968223655,64.96500641869542,-40.26921390937665
72,7,16049,1249,9519,112033,9814,1420,151,8243,1405.8793926789426,109.41138771611935,14.120607321057378,41.58861228388065,1.004396777887907,38.01122822039984
72,9,16049,1249,9519,112033,2916,422,32,2462,417.7240991493578,32.50902858979051,4.275900850642188,-0.5090285897905105,1.023618426456486,-1.5658068292768716
72,11,16049,1249,9519,112033,1234,231,17,986,176.77350423535924,13.757250095953871,54.22649576464076,3.2427499040461285,30.675692038351336,23.571207046674612
72,13,16049,1249,9519,112033,1809,291,11,1507,259.1436541019164,20.167638106629298,31.85634589808359,-9.167638106629298,12.292929189597318,-45.45717281398364
72,18,16049,1249,9519,112033,24777,2878,334,21565,3549.3655708585866,276.2264065052261,-671.3655708585866,57.77359349477388,-18.915086582534922,20.91530430624518
72,19,16049,1249,9519,112033,18878,2594,185,16099,2704.319459444985,210.46139976614032,-110.31945944498511,-25.461399766140318,-4.079379714541058,-12.097895288367566
72,23,16049,1249,9519,112033,844,236,2,606,120.90505476065088,9.409334749582712,115.09494523934912,-7.409334749582712,95.19448584444734,-78.74451219743567
72,27,16049,1249,9519,112033,874,314,1,559,125.2026277971669,9.743789776226647,188.79737220283312,-8.743789776226647,150.79345819218122,-89.73705280013485
72,29,16049,1249,9519,112033,15257,2358,153,12746,2185.602393937501,170.09267805021736,172.3976060624991,-17.09267805021736,7.887875971434764,-10.049038116250363
72,36,16049,1249,9519,112033,2788,144,30,2614,399.38778752688944,31.08202047610972,-255.38778752688944,-1.0820204761097187,-63.94481641722584,-3.481178055787532
72,38,16049,1249,9519,112033,14282,1428,173,12681,2045.9312702507295,159.22288968428944,-617.9312702507295,13.777110315710559,-30.20293395168655,8.652719683098397
73,2,24272,5922,15502,181323,3409,389,186,2834,456.33068060863764,111.3377674095399,-67.33068060863764,74.6622325904601,-14.754800295004134,67.05921479081385
73,7,24272,5922,15502,181323,5029,790,384,3855,673.1848028104542,164.24688539236612,116.81519718954576,219.75311460763388,17.352619474156032,133.79438768818662
73,8,24272,5922,15502,181323,2529,367,240,1922,338.53337965950266,82.59701196207871,28.466620340497343,157.4029880379213,8.408807535944938,190.56741194244037
73,9,24272,5922,15502,181323,3299,448,138,2713,441.6060179899958,107.74517297860724,6.393982010004208,30.254827021392757,1.4478928614032291,28.079983710639027
73,18,24272,5922,15502,181323,3780,488,263,3029,505.9929518042388,123.45460862659452,-17.992951804238828,139.5453913734055,-3.5559688608469067,113.03376433315645
73,21,24272,5922,15502,181323,144017,19169,3536,121312,19278.197603172237,4703.5879287238795,-109.197603172237,-1167.5879287238795,-0.5664305627527568,-24.82334648393945
73,29,24272,5922,15502,181323,8735,1241,524,6970,1169.272072489425,285.28465776542413,71.727927510575,238.71534223457587,6.134408680253818,83.67619349192624
73,36,24272,5922,15502,181323,2617,428,265,1924,350.31310975441613,85.47108750682484,77.68689024558387,179.52891249317514,22.17641535026924,210.0463650691701
73,38,24272,5922,15502,181323,7908,952,386,6570,1058.56938171109,258.2748796346851,-106.56938171109005,127.72512036531492,-10.067302488839177,49.45317196390711
74,1,6720,15335,6772,123608,2174,661,78,1435,118.19040838780661,269.70980842663903,542.8095916121933,-191.70980842663903,459.2670412231129,-71.08002839977695
74,2,6720,15335,6772,123608,2105,78,192,1835,114.43919487411817,261.1495615170539,-36.43919487411817,-69.14956151705388,-31.84153376314896,-26.47891159202203
74,3,6720,15335,6772,123608,1572,508,75,989,85.46242961620608,195.02475567924407,422.53757038379393,-120.02475567924407,494.4132436689688,-61.54334369563216
74,7,6720,15335,6772,123608,15150,836,748,13566,823.6360106141998,1879.5324736263026,12.36398938580021,-1131.5324736263026,1.5011472575828935,-60.20286903812651
74,9,6720,15335,6772,123608,4910,168,332,4410,266.9341790175393,609.142207624102,-98.9341790175393,-277.14220762410196,-37.06313645621181,-45.49712762559457
74,10,6720,15335,6772,123608,626,122,31,473,34.03274868940522,77.66252993333765,87.96725131059478,-46.66252993333765,258.4782443328769,-60.08371086209896
74,17,6720,15335,6772,123608,4444,93,1502,2849,241.59989644683193,551.3295255970487,-148.59989644683193,950.6704744029513,-61.50660601774464,172.43235311467242
74,18,6720,15335,6772,123608,22638,1285,1233,20120,1230.7242249692576,2808.5053556404114,54.27577503074235,-1575.5053556404114,4.410067985140872,-56.097644694758145
74,23,6720,15335,6772,123608,32373,1193,7179,24001,1759.971522878778,4016.2445391884016,-566.9715228787779,3162.7554608115984,-32.214812314200685,78.74907590788096
74,28,6720,15335,6772,123608,7491,166,1390,5935,407.2513105947835,929.345066662352,-241.2513105947835,460.654933337648,-59.23892798342138,49.56769555920098
74,29,6720,15335,6772,123608,4282,97,154,4031,232.7926995016504,531.2315545919358,-135.7926995016504,-377.23155459193583,-58.332026645314826,-71.01075817713902
74,32,6720,15335,6772,123608,7857,194,1480,6183,427.14905184130475,974.7515937479774,-233.14905184130475,505.2484062520226,-54.58259847148735,51.833555286564106
74,34,6720,15335,6772,123608,7440,1098,553,5789,404.4786745194486,923.0179276422238,693.5213254805515,-370.01792764222375,171.4605414746544,-40.087837577261936
74,38,6720,15335,6772,123608,10527,220,388,9919,572.3047051970747,1305.995930684098,-352.30470519707467,-917.9959306840981,-61.55893914514604,-70.29087220840265
75,2,1947,4289,3274,114660,1588,68,123,1397,26.965253793825223,59.40111634397349,41.03474620617477,63.59888365602651,152.17637675478258,107.06681552539357
75,7,1947,4289,3274,114660,13781,325,525,12931,234.0101779173208,515.4954561311704,90.98982208267921,9.504543868829614,38.88284812758326,1.8437686997596223
75,9,1947,4289,3274,114660,32963,568,1354,31041,559.7327838827838,1233.022039072039,8.267216117216208,120.97796092796102,1.476993371706361,9.811500289079012
75,18,1947,4289,3274,114660,38256,565,1282,36409,649.6113029827314,1431.0132914704343,-84.61130298273144,-149.0132914704343,-13.024912373635326,-10.413131195819716
75,29,1947,4289,3274,114660,10574,127,353,10094,179.55327053898483,395.5336298622013,-52.55327053898483,-42.53362986220128,-29.268901859169645,-10.753480020654486
75,36,1947,4289,3274,114660,43,2,2,39,0.730167451596023,1.6084685156113727,1.269832548403977,0.3915314843886273,173.9097717418569,24.341880527254688
75,38,1947,4289,3274,114660,17455,292,650,16513,296.39704343275775,652.92599860457,-4.397043432757755,-2.9259986045700543,-1.4834977373029337,-0.44813632951107524
76,7,7648,9632,5619,123709,83267,3550,6863,72854,5147.774341397958,6483.180237492826,-1597.7743413979579,379.81976250717435,-31.03815815213177,5.858540848681668
76,18,7648,9632,5619,123709,2768,100,164,2504,171.12468777534377,215.5168661940522,-71.12468777534377,-51.5168661940522,-41.56307818584178,-23.90386752731743
76,22,7648,9632,5619,123709,37674,3998,2605,31071,2329.1009708266984,2933.3028963131223,1668.8990291733016,-328.30289631312235,71.65421551393443,-11.192260326261133
77,2,1750,6409,6243,120094,982,8,42,932,14.30962412776658,52.40593201991773,-6.309624127766581,-10.405932019917728,-44.09356997381437,-19.85640101956928
77,7,1750,6409,6243,120094,23619,349,1519,21751,344.1741469182474,1260.46406148517,4.825853081752598,258.5359385148299,1.402154439827491,20.511170957956878
77,8,1750,6409,6243,120094,2805,35,180,2590,40.87423185171616,149.69311539294222,-5.874231851716161,30.306884607057782,-14.371479500891276,20.246010998904428
77,9,1750,6409,6243,120094,25513,354,1174,23985,371.7733608673206,1361.540268456376,-17.773360867320605,-187.540268456376,-4.780697795521612,-13.774125731073433
77,18,1750,6409,6243,120094,37836,665,1925,35246,551.3431145602611,2019.1760121238362,113.65688543973886,-94.17601212383624,20.614546992282477,-4.664081365783401
77,29,1750,6409,6243,120094,9558,106,480,8972,139.27839858777293,510.0772894565924,-33.27839858777293,-30.077289456592382,-23.893438555585455,-5.89661411678121
77,36,1750,6409,6243,120094,3520,39,209,3272,51.293153696271254,187.8501840225157,-12.293153696271254,21.14981597748431,-23.96646103896104,11.258874239350916
77,38,1750,6409,6243,120094,16261,194,880,15187,236.953969390644,867.79313704265,-42.953969390644005,12.20686295735004,-18.127558487880734,1.4066558533695919
78,2,5195,7163,7424,135290,2495,159,160,2176,95.8054919062754,132.0990834503659,63.19450809372459,27.900916549634104,65.96125841673724,21.12120373652511
78,7,5195,7163,7424,135290,43025,1498,1978,39549,1652.1167492054105,2277.9811885579124,-154.11674920541054,-299.98118855791245,-9.328441787151746,-13.168729841347682
78,9,5195,7163,7424,135290,27766,874,1462,25430,1066.186488284426,1470.0854312957351,-192.1864882844261,-8.085431295735134,-18.025597810160637,-0.5499973759081895
78,18,5195,7163,7424,135290,49910,2144,2960,44806,1916.4938280730285,2642.5111242516077,227.50617192697155,317.4888757483923,11.870957714261023,12.01466562750267
78,29,5195,7163,7424,135290,9708,425,485,8798,372.7774410525538,513.9951511567743,52.2225589474462,-28.99515115677434,14.009044860652905,-5.641133207486328
78,38,5195,7163,7424,135290,2386,95,118,2173,91.62000147830585,126.3280212876044,3.379998521694148,-8.3280212876044,3.6891491673840213,-6.592378478441002
79,2,3515,7498,7570,124190,12112,413,828,10871,342.8108543360979,731.2648039294629,70.18914566390208,96.73519607053709,20.474598390367007,13.228476955369517
79,7,3515,7498,7570,124190,13795,305,701,12789,390.445486754167,832.8763185441662,-85.445486754167,-131.87631854416622,-21.88410153347869,-15.833841785138114
79,8,3515,7498,7570,124190,7403,237,571,6595,209.53011514614704,446.9578387953942,27.46988485385296,124.0421612046058,13.11023230941898,27.75254183681274
79,9,3515,7498,7570,124190,15731,513,1002,14216,445.2408809082857,949.7627667284002,67.7591190917143,52.23723327159985,15.218530462316615,5.500029597026509
79,18,3515,7498,7570,124190,5610,150,389,5071,158.78210806023029,338.70504871567755,-8.782108060230286,50.29495128432245,-5.53091791481884,14.849188541781091
79,29,3515,7498,7570,124190,27913,829,1763,25321,790.0329736693776,1685.2538368628714,38.96702633062239,77.74616313712863,4.932329108953087,4.613320642654903
79,36,3515,7498,7570,124190,16572,463,1000,15109,469.04404541428454,1000.5383364200015,-6.04404541428454,-0.5383364200015421,-1.2885880277930228,-0.05380467698296787
79,38,3515,7498,7570,124190,25054,605,1244,23205,709.1135357114099,1512.641050004026,-104.1135357114099,-268.64105000402606,-14.682209613578904,-17.759735530336894
80,14,7667,13377,8453,116758,32215,3883,817,27515,2115.421684167252,3690.8824662978127,1767.578315832748,-2873.8824662978127,83.55678345656014,-77.86437234292366
80,15,7667,13377,8453,116758,7825,80,2453,5292,513.8343839394303,896.5126586615049,-433.83438393943027,1556.487341338495,-84.43078110369697,173.6157684223147
80,25,7667,13377,8453,116758,6666,134,1712,4820,437.7277959540246,763.7256719025677,-303.7277959540246,948.2743280974323,-69.3873678485626,124.16425988864866
80,27,7667,13377,8453,116758,17972,2516,820,14636,1180.1446067935387,2059.0575720721495,1335.8553932064613,-1239.0575720721495,113.19421243096555,-60.175955683706974
80,28,7667,13377,8453,116758,42479,692,6158,35629,2789.414798129464,4866.832105722948,-2097.414798129464,1291.1678942770523,-75.19192912921937,26.52994527505392
80,36,7667,13377,8453,116758,9537,362,1401,7774,626.2541239144214,1092.6570256427826,-264.25412391442137,308.3429743572174,-42.19598942721407,28.21955720056135
81,11,8951,1127,6132,98058,86789,6805,994,78990,7922.335138387484,997.4831528279182,-1117.3351383874842,-3.483152827918161,-14.10360858092791,-0.3491941511035285
81,13,8951,1127,6132,98058,129,81,5,43,11.775469620020804,1.4826225295233433,69.2245303799792,3.5173774704766565,587.870654961249,237.24025505045293
81,17,8951,1127,6132,98058,1053,149,4,900,96.12069387505353,12.102337392155663,52.87930612494647,-8.102337392155663,55.01344610941305,-66.94853340816074
81,23,8951,1127,6132,98058,7061,1532,95,5434,644.5472169532318,81.1534703950723,887.4527830467682,13.846529604927696,137.68623301823388,17.062153395929776
81,31,8951,1127,6132,98058,3026,384,29,2613,276.22148116420897,34.77841685533052,107.77851883579103,-5.778416855330519,39.01887658466306,-16.61495081667254
82,6,12673,974,7043,109574,539,95,2,442,62.33912241955208,4.791154836001241,32.66087758044792,-2.7911548360012413,52.392263979327595,-58.25641064714107
82,11,12673,974,7043,109574,99275,10766,930,87579,11481.84856809097,882.4524978553306,-715.8485680909707,47.54750214466935,-6.234610775832513,5.3881089645308355
82,15,12673,974,7043,109574,3509,772,4,2733,405.8404092211656,31.191395769069306,366.1595907788344,-27.191395769069306,90.22255607358535,-87.17595060633174
82,25,12673,974,7043,109574,6250,1040,38,5172,722.8562432693886,55.556062569587674,317.14375673061136,-17.556062569587674,43.87369683579265,-31.600624229979463
83,1,19928,1987,9425,126955,3665,568,39,3058,575.2914024654405,57.36170296561774,-7.291402465440456,-18.361702965617738,-1.2674276782501497,-32.01038674989066
83,10,19928,1987,9425,126955,4231,833,51,3347,664.1358591626954,66.22029065416879,168.8641408373046,-15.220290654168792,25.42614414017621,-22.98433079017394
83,13,19928,1987,9425,126955,4388,303,9,4076,688.779992910874,68.6775314087669,-385.77999291087394,-59.677531408766896,-56.009175191125614,-86.89527737036407
83,14,19928,1987,9425,126955,498,82,8,408,78.1705643732031,7.794305068725139,3.8294356267968936,0.20569493127486105,4.898820492729646,2.639041318772825
83,15,19928,1987,9425,126955,600,177,17,406,94.18140285928084,9.390728998464022,82.81859714071916,7.609271001535978,87.93519169008432,81.02960912598559
83,19,19928,1987,9425,126955,93355,14632,1707,77016,14653.84143988027,1461.1191760860147,-21.841439880270627,245.8808239139853,-0.14904924398069017,16.828252475108883
83,25,19928,1987,9425,126955,1438,332,14,1092,225.7214288527431,22.506447166318775,106.27857114725691,-8.506447166318775,47.08395285615141,-37.79560187113316
83,28,19928,1987,9425,126955,5025,897,37,4091,788.7692489464771,78.6473553621362,108.23075105352291,-41.647355362136196,13.721471925798548,-52.954552852246074
83,36,19928,1987,9425,126955,8902,1085,55,7762,1397.3380804221968,139.3271159072112,-312.33808042219675,-84.32711590721121,-22.35236302497573,-60.524554289468824
83,37,19928,1987,9425,126955,4840,1014,50,3776,759.7299830648655,75.75188058760978,254.27001693513455,-25.751880587609776,33.46847203652157,-33.995037994900734
84,19,9454,2436,5446,107848,107848,9454,2436,95958,9454.0,2436.0,0.0,0.0,0.0,0.0
85,7,19733,4061,12199,146136,7037,200,336,6501,950.2184335139871,195.55247851316582,-750.2184335139871,140.44752148683418,-78.95220794019083,71.82088539848314
85,9,19733,4061,12199,146136,13622,1197,292,12133,1839.4025154650462,378.54424645535664,-642.4025154650462,-86.54424645535664,-34.92452087370507,-22.862385907525127
85,11,19733,4061,12199,146136,14823,3038,228,11557,2001.57564871079,411.9190548530136,1036.42435128921,-183.91905485301362,51.78042368554836,-44.64931949279259
85,13,19733,4061,12199,146136,26463,4148,498,21817,3573.345233207423,735.3851412382985,574.654766792577,-237.3851412382985,16.081702978269714,-32.280383152503056
85,18,19733,4061,12199,146136,1653,202,33,1418,223.20748480867135,45.93551896863196,-21.207484808671353,-12.93551896863196,-9.501242678689719,-28.160167249803475
85,22,19733,4061,12199,146136,17597,1955,1493,14149,2376.153726665572,489.0062476049707,-421.15372666557187,1003.9937523950293,-17.724178446003656,205.31307264730003
85,27,19733,4061,12199,146136,40576,6414,595,33567,5479.0483385339685,1127.573876389117,934.9516614660315,-532.573876389117,17.064125076074742,-47.23183886581369
85,29,19733,4061,12199,146136,10839,1575,179,9085,1463.6091517490559,301.20695105928723,111.39084825094415,-122.20695105928723,7.610696347302066,-40.57242059969359
85,36,19733,4061,12199,146136,7391,790,181,6420,998.019673454864,205.38984918158428,-208.019673454864,-24.38984918158428,-20.843243774419623,-11.874904859597672
85,38,19733,4061,12199,146136,6130,214,226,5690,827.7446351343954,170.3476898231784,-613.7446351343954,55.6523101768216,-74.14661588652227,32.66983557839201
86,11,16350,1216,10757,122215,4570,282,3,4285,611.3774904880743,45.47003232009164,-329.3774904880743,-42.47003232009164,-53.87465119547106,-93.40224792698376
86,13,16350,1216,10757,122215,101721,13555,1062,87104,13608.299717710592,1012.0912817575584,-53.29971771059172,49.90871824244164,-0.39167066287660124,4.93124673060834
86,17,16350,1216,10757,122215,12974,1992,146,10836,1735.6699259501697,129.0871333306059,256.3300740498303,16.912866669394106,14.76836524142145,13.101899649501437
86,19,16350,1216,10757,122215,1440,403,0,1037,192.64411078836477,14.327537536308965,210.35588921163523,-14.327537536308965,109.19404094461433,-100.0
86,26,16350,1216,10757,122215,1509,118,5,1386,201.87497443030725,15.014065376590436,-83.87497443030725,-10.014065376590436,-41.547980212506815,-66.69789377768477
87,4,11479,1031,9081,99253,1822,177,5,1640,210.72146937624052,18.92619870432128,-33.72146937624052,-13.92619870432128,-16.00286362659671,-73.5815940743643
87,13,11479,1031,9081,99253,76315,8268,960,67087,8826.130041409328,792.7293381560255,-558.1300414093275,167.2706618439745,-6.323609994309659,21.100601906959092
87,17,11479,1031,9081,99253,3814,451,8,3355,441.1041076844025,39.618288615961234,9.895892315597507,-31.618288615961234,2.243436899181573,-79.80730546554452
87,19,11479,1031,9081,99253,4299,543,9,3747,497.19626610782547,44.656272354488024,45.803733892174535,-35.656272354488024,9.21240504292951,-79.84605627501399
87,23,11479,1031,9081,99253,5217,663,19,4535,603.3665783402013,54.19208487400885,59.63342165979873,-35.19208487400885,9.883447940362238,-64.93952937191271
87,31,11479,1031,9081,99253,7786,1377,30,6379,900.4815370820025,80.87781729519511,476.51846291799745,-50.877817295195115,52.918182471808215,-62.90701084265997
88,1,15258,664,10159,108152,10763,1427,74,9262,1518.435664620164,66.07951771580738,-91.43566462016406,7.920482284192616,-6.021701593991251,11.986289485732577
88,2,15258,664,10159,108152,472,89,2,381,66.58939270656113,2.897847473925586,22.410607293438872,-0.897847473925586,33.654920675122376,-30.983255054114757
88,7,15258,664,10159,108152,4569,504,49,4016,644.5909645683853,28.05140912789408,-140.5909645683853,20.94859087210592,-21.810880433690887,74.67928180219234
88,8,15258,664,10159,108152,1589,306,23,1260,224.17488349730007,9.755677195058805,81.82511650269993,13.244322804941195,36.500572778790094,135.76015831734745
88,9,15258,664,10159,108152,2549,354,8,2187,359.6109364597973,15.649604260670168,-5.610936459797301,-7.649604260670168,-1.5602797053488877,-48.88049648574683
88,10,15258,664,10159,108152,7984,618,38,7328,1126.376507138102,49.017826762334494,-508.37650713810194,-11.017826762334494,-45.13379886000865,-22.477183282227106
88,13,15258,664,10159,108152,9839,1988,43,7808,1388.0784636437606,60.40661291515645,599.9215363562394,-17.40661291515645,43.21956950339981,-28.815740653435988
88,15,15258,664,10159,108152,5798,914,43,4841,817.9773282047489,35.59686367334862,96.02267179525109,7.403136326651378,11.739038294129287,20.79715897048005
88,17,15258,664,10159,108152,3124,434,19,2671,440.7314890154597,19.179820992676973,-6.731489015459715,-0.17982099267697293,-1.527344694724908,-0.9375530290174773
88,18,15258,664,10159,108152,5290,676,45,4569,746.309083512094,32.47799393446261,-70.30908351209405,12.52200606553739,-9.420906842138775,38.55535563805315
88,19,15258,664,10159,108152,17711,2281,96,15334,2498.654097936238,108.73681485316962,-217.65409793623803,-12.73681485316962,-8.710853499730488,-11.713433826775686
88,23,15258,664,10159,108152,1041,224,6,811,146.86346993120793,6.391227161772321,77.13653006879207,-0.39122716177232064,52.52261171884571,-6.12131523211
88,25,15258,664,10159,108152,10501,1715,65,8721,1481.4729084991493,64.47096678748427,233.5270915008507,0.5290332125157278,15.7631698940369,0.8205758946652384
88,28,15258,664,10159,108152,12351,1692,42,10617,1742.4694688956283,75.82905540350617,-50.469468895628324,-33.829055403506175,-2.896433469655897,-44.61226006771804
88,29,15258,664,10159,108152,3629,502,25,3102,511.9764960426067,22.280272209482952,-9.976496042606698,2.719727790517048,-1.9486238371724887,12.206887622133605
88,31,15258,664,10159,108152,1633,268,5,1360,230.3823692580812,10.025815518899327,37.61763074191879,-5.025815518899327,16.328346159066708,-50.12874523199965
88,34,15258,664,10159,108152,3188,426,29,2733,449.76055921295955,19.57274946371773,-23.76055921295955,9.42725053628227,-5.282935269944165,48.16518268809239
88,36,15258,664,10159,108152,604,55,6,543,85.2118499889045,3.7082624454471484,-30.211849988904504,2.2917375545528516,-35.45498659263754,61.800845767174664
88,37,15258,664,10159,108152,1596,185,17,1394,225.16243805015162,9.79865374657889,-40.16243805015162,7.201346253421111,-17.83709503145726,73.49322100431802
88,38,15258,664,10159,108152,3843,593,29,3221,542.1674495154967,23.594126784525486,50.83255048450326,5.405873215474514,9.375802721083556,22.91194442093117
89,15,13995,4916,7652,143293,87255,8141,2801,76313,8521.935649333882,2993.4859344141023,-380.9356493338819,-192.4859344141023,-4.470060148408393,-6.430159975071888
89,28,13995,4916,7652,143293,56038,5854,2115,48069,5473.064350666118,1922.5140655858975,380.9356493338819,192.48593441410253,6.960189483018207,10.012199018967454
90,12,2723,3732,5247,94679,54677,1210,1453,52014,1572.5289768586485,2155.2251713685187,-362.52897685864855,-702.2251713685187,-23.05388213467786,-32.582450348917455
