Old_HD,New_SD,Old_HD_Republican,Old_HD_Democrat,Old_HD_Other,Old_HD_Total,Voters_To_New_SD,New_SD_Republican,New_SD_Democrat,New_SD_Other,Expected_Republican,Expected_Democrat,Net_Republican_Change,Net_Democrat_Change,Pct_Republican_Change,Pct_Democrat_Change
35,4,2297,9551,2842,86884,13498,446,1033,12019,356.85403526541137,1483.8105750195664,89.14596473458863,-450.8105750195664,24.981072350291914,-30.381949192781683
35,7,2297,9551,2842,86884,5227,98,462,4667,138.1890681828645,574.5945973942268,-40.1890681828645,-112.59459739422675,-29.08266819607078,-19.59548486965256
35,9,2297,9551,2842,86884,16820,222,2765,13833,444.6795727636849,1848.991989319092,-222.67957276368492,916.008010680908,-50.07641151126657,49.540939926853675
35,18,2297,9551,2842,86884,6946,154,1560,5232,183.63521476911743,763.5611389899176,-29.635214769117425,796.4388610100824,-16.13808920384767,104.3058401405364
35,29,2297,9551,2842,86884,10655,316,933,9406,281.692083697804,1171.2847589889968,34.30791630219602,-238.28475898899683,12.179226285606648,-20.343879416195435
35,32,2297,9551,2842,86884,6716,325,603,5788,177.55457851848442,738.2776575664104,147.44542148151558,-135.27765756641043,83.04230885612769,-18.32341209028688
35,36,2297,9551,2842,86884,1101,9,173,919,29.107741356291147,121.03092629252797,-20.107741356291147,51.969073707472035,-69.08039036819736,42.938673031275
35,38,2297,9551,2842,86884,6613,163,870,5580,174.83151098015745,726.9550550158832,-11.831510980157447,143.0449449841168,-6.767379011842017,19.67727495628893
36,7,2751,9292,2685,96870,11156,228,946,9982,316.8179622174048,1070.1099618044802,-88.81796221740478,-124.10996180448024,-28.03438340293872,-11.597869960503775
36,8,2751,9292,2685,96870,4590,82,351,4157,130.35088262620008,440.28367915763397,-48.350882626200075,-89.28367915763397,-37.092869378455376,-20.27867108961536
36,9,2751,9292,2685,96870,29715,1038,3068,25609,843.8728708578507,2850.3332301021987,194.12712914214933,217.66676989780126,23.004309754004378,7.63653763703961
36,18,2751,9292,2685,96870,24478,734,2343,21401,695.1479095695261,2347.9877774336737,38.852090430473936,-4.9877774336737275,5.5890393822133895,-0.21242774266590586
36,29,2751,9292,2685,96870,5333,115,540,4678,151.4512542582843,511.5540002064623,-36.45125425828431,28.44599979353768,-24.06797780368362,5.560703226258992
36,36,2751,9292,2685,96870,14726,464,1632,12630,418.2019820377826,1412.552823371529,45.798017962217386,219.44717662847097,10.951171904794977,15.535502318751309
36,38,2751,9292,2685,96870,6872,90,412,6370,195.15713843295137,659.1785279240219,-105.15713843295137,-247.17852792402186,-53.88331642763834,-37.497964125511096
37,3,6623,7891,5838,108015,45270,3053,3234,38983,2775.755311762255,3307.1848354395224,277.24468823774487,-73.18483543952243,9.988080976119232,-2.2129043002156914
37,4,6623,7891,5838,108015,45982,3019,2940,40023,2819.411989075591,3359.1997592926905,199.588010924409,-419.1997592926905,7.079065127684602,-12.479155433761902
37,32,6623,7891,5838,108015,5074,261,288,4525,311.11514141554414,370.67938712215897,-50.115141415544144,-82.67938712215897,-16.10822963727353,-22.304824598976587
37,34,6623,7891,5838,108015,11687,290,1429,9968,716.5949266305606,853.7899088089617,-426.5949266305606,575.2100911910383,-59.53083266112641,67.37138554301458
38,3,3135,9223,3045,104816,60766,1907,5192,53667,1817.4840673179667,5346.939570294611,89.51593268203328,-154.93957029461126,4.925266432411183,-2.897724357226544
38,4,3135,9223,3045,104816,44050,1228,4031,38791,1317.5159326820333,3876.0604297053887,-89.51593268203328,154.93957029461126,-6.794296027965902,3.997346612740707
39,2,3162,8147,2999,98685,10682,289,687,9706,342.2656330749354,881.8589856614481,-53.26563307493541,-194.85898566144806,-15.562658919738363,-22.096388292204328
39,7,3162,8147,2999,98685,27700,616,2083,25001,887.545219638243,2286.790292344328,-271.545219638243,-203.790292344328,-30.59508559450333,-8.911630114338562
39,8,3162,8147,2999,98685,310,13,34,263,9.9328165374677,25.592237928763236,3.0671834625323005,8.407762071236764,30.879292403746106,32.85278174827861
39,9,3162,8147,2999,98685,7832,364,630,6838,250.94780361757105,646.5755079292699,113.05219638242895,-16.57550792926986,45.05008402253781,-2.5635842567490337
39,18,3162,8147,2999,98685,19438,693,1856,16889,622.819638242894,1604.7158737396767,70.18036175710597,251.28412626032332,11.268167772470955,15.659103918173592
39,29,3162,8147,2999,98685,9033,195,690,8148,289.4294573643411,745.724791001672,-94.42945736434109,-55.724791001671974,-32.62607000139274,-7.472567852655315
39,36,3162,8147,2999,98685,2687,87,216,2384,86.09509043927648,221.82691391802197,0.9049095607235245,-5.8269139180219724,1.0510582614019832,-2.626784016016811
39,38,3162,8147,2999,98685,21003,905,1951,18147,672.9643410852714,1733.91539747682,232.03565891472863,217.0846025231799,34.479636549617325,12.519907421035633
40,2,2813,10239,3618,94598,2367,36,391,1940,70.3859595340282,256.1968857692552,-34.3859595340282,134.80311423074482,-48.85343577280389,52.61699954938399
40,7,2813,10239,3618,94598,21519,684,2351,18484,639.8966891477621,2329.151155415548,44.10331085223788,21.848844584451854,6.892254890547456,0.9380603973963108
40,8,2813,10239,3618,94598,1366,30,253,1083,40.619865113427345,147.85168819636777,-10.619865113427345,105.14831180363223,-26.144511026248658,71.11742387681129
40,9,2813,10239,3618,94598,10858,260,889,9709,322.8773758430411,1175.236918328083,-62.87737584304108,-286.236918328083,-19.47407299098199,-24.355677894742257
40,18,2813,10239,3618,94598,35983,1168,3611,31204,1070.0033721643163,3894.690553711495,97.99662783568374,-283.6905537114949,9.15853448550018,-7.284033219048645
40,29,2813,10239,3618,94598,14291,433,1349,12509,424.96229307173513,1546.8144041100236,8.037706928264868,-197.8144041100236,1.891392968106955,-12.788502847168548
40,36,2813,10239,3618,94598,4185,69,1050,3066,124.44665849172287,452.9716801623713,-55.44665849172287,597.0283198376287,-44.55455788345712,131.80257088558366
40,38,2813,10239,3618,94598,4029,133,345,3551,119.80778663396688,436.0867143068564,13.192213366033116,-91.08671430685638,11.011148554423734,-20.887294044634064
41,2,5361,9127,4238,107490,5980,348,481,5151,298.2489533910131,507.76314075727976,49.75104660898688,-26.763140757279757,16.681046502705343,-5.2707923456919525
41,7,5361,9127,4238,107490,19368,931,1486,16951,965.9675132570471,1644.5412224392967,-34.96751325704713,-158.5412224392967,-3.619947128360844,-9.640452928515677
41,9,5361,9127,4238,107490,31687,1667,2791,27229,1580.3703321239186,2690.5502744441346,86.62966787608138,100.44972555586537,5.481605552519867,3.7334268201555236
41,18,5361,9127,4238,107490,21877,891,1561,19425,1091.1024002232766,1857.5809749744162,-200.10240022327662,-296.5809749744162,-18.33947026258295,-15.96597827873969
41,29,5361,9127,4238,107490,15764,949,1860,12955,786.2201507116941,1338.5247743976183,162.77984928830585,521.4752256023817,20.704105477448774,38.958952092393154
41,36,5361,9127,4238,107490,2488,186,259,2043,124.08752442087636,211.2566378267746,61.91247557912364,47.74336217322539,49.89419836367333,22.599698009192878
41,38,5361,9127,4238,107490,10326,389,689,9248,515.0031258721742,876.7829751604801,-126.00312587217422,-187.78297516048008,-24.466477879873818,-21.417269778317678
42,28,2555,15281,4979,106013,106013,2555,15281,88177,2555.0,15281.0,0.0,0.0,0.0,0.0
43,3,12473,6868,9759,124831,10229,713,212,9304,1022.0723778548597,562.7830586953561,-309.0723778548597,-350.7830586953561,-30.23977406605443,-62.33006720361155
43,4,12473,6868,9759,124831,33172,2838,1150,29184,3314.5160737316855,1825.069862454038,-476.51607373168554,-675.069862454038,-14.376640907195679,-36.98871349211372
43,10,12473,6868,9759,124831,16022,2615,378,13029,1600.9036697615177,881.5045621680513,1014.0963302384823,-503.5045621680513,63.34524365164017,-57.11876985975967
43,14,12473,6868,9759,124831,5160,142,850,4168,515.5825075502079,283.8948658586409,-373.5825075502079,566.105134141359,-72.45833636313351,199.40661217284514
43,16,12473,6868,9759,124831,18741,1822,928,15991,1872.5836771314816,1031.0995505924009,-50.583677131481636,-103.09955059240087,-2.701277264627676,-9.99899093479061
43,23,12473,6868,9759,124831,13263,2067,223,10973,1325.226898767133,729.7088383494485,741.773101232867,-506.70883834944846,55.97329045486047,-69.43986583684381
43,32,12473,6868,9759,124831,6923,1139,203,5581,691.7398642965289,380.8922783603432,447.26013570347106,-177.8922783603432,64.65727346194168,-46.70409154161119
43,36,12473,6868,9759,124831,21320,1136,2924,17260,2130.275011815975,1172.991965136865,-994.2750118159752,1751.008034863135,-46.6735518325587,149.27706982705774
44,1,16485,4017,9438,144188,13205,2950,224,10031,1509.7263641911948,367.8841859239326,1440.2736358088052,-143.8841859239326,95.39964790774536,-39.11127235941681
44,2,16485,4017,9438,144188,1785,230,40,1515,204.0788761894194,49.72913834715788,25.92112381058061,-9.729138347157878,12.701522222477092,-19.56426085495189
44,7,16485,4017,9438,144188,19068,1786,522,16760,2180.0425832940327,531.2242072849335,-394.04258329403274,-9.224207284933527,-18.074994787424586,-1.7364056755015167
44,8,16485,4017,9438,144188,6908,866,230,5812,789.7909673481843,192.45315837656392,76.20903265181573,37.54684162343608,9.649266173263097,19.50960012304395
44,9,16485,4017,9438,144188,20993,1798,499,18696,2400.12764585125,584.8536702083392,-602.1276458512498,-85.85367020833917,-25.087317622129802,-14.679512941716855
44,18,16485,4017,9438,144188,16142,1625,450,14067,1845.5132882070632,449.70742364135714,-220.51328820706317,0.2925763586428616,-11.94861557574014,0.0650592681512396
44,29,16485,4017,9438,144188,19535,2035,539,16961,2233.4346478209004,544.2345756928454,-198.4346478209004,-5.234575692845397,-8.884730431423527,-0.9618234354517897
44,36,16485,4017,9438,144188,19894,2272,867,16755,2274.4790828640384,554.2361222847949,-2.479082864038446,312.7638777152051,-0.10899563256993197,56.431521717830414
44,38,16485,4017,9438,144188,26658,2923,646,23089,3047.806544233917,742.6775182400754,-124.80654423391707,-96.67751824007541,-4.094962801035913,-13.017428946707899
45,2,7743,8504,8920,148750,11325,461,714,10150,589.5090756302521,647.4473949579832,-128.50907563025214,66.55260504201681,-21.799337947912225,10.279229719711177
45,7,7743,8504,8920,148750,20864,1478,1323,18063,1086.0500974789916,1192.7896201680674,391.9499025210084,130.21037983193264,36.089486427083564,10.91645816079332
45,8,7743,8504,8920,148750,3361,14,60,3287,174.95275966386552,192.14752268907563,-160.95275966386552,-132.14752268907563,-91.99783985865784,-68.77399241982981
45,9,7743,8504,8920,148750,24056,732,1210,22114,1252.205768067227,1375.275455462185,-520.2057680672269,-165.27545546218494,-41.54315379573453,-12.01762561861771
45,18,7743,8504,8920,148750,45898,2019,2485,41394,2389.164463865546,2623.9770890756304,-370.16446386554617,-138.97708907563037,-15.49346934729805,-5.296429212519875
45,29,7743,8504,8920,148750,12234,898,746,10590,636.8259630252101,699.4146957983193,261.17403697478994,46.58530420168074,41.01183873441586,6.660612721113586
45,36,7743,8504,8920,148750,2800,69,94,2637,145.75058823529412,160.07529411764705,-76.75058823529412,-66.07529411764705,-52.65885315769082,-41.277634054562554
45,38,7743,8504,8920,148750,28212,2072,1872,24268,1468.5412840336135,1612.8729277310924,603.4587159663865,259.12707226890757,41.09239028737948,16.066180280763614
46,10,3163,10561,9731,146025,578,18,14,546,12.519869885293614,41.80282828282828,5.480130114706386,-27.80282828282828,43.77146220300249,-66.5094430805513
46,11,3163,10561,9731,146025,57411,1873,2948,52590,1243.5609861325115,4152.149090909091,629.4390138674885,-1204.1490909090908,50.615854058356305,-29.000622678639143
46,27,3163,10561,9731,146025,13958,336,566,13056,302.33969525766133,1009.4876767676768,33.66030474233867,-443.4876767676768,11.133273357854161,-43.93195548336951
46,37,3163,10561,9731,146025,74078,936,7033,66109,1604.5794487245334,5357.560404040404,-668.5794487245334,1675.4395959595959,-41.66695823357214,31.272435019044547
47,10,8888,11013,11904,150126,93750,5911,5744,82095,5550.337716318293,6877.348027656769,360.66228368170687,-1133.3480276567689,6.4980241224122315,-16.479433978025977
47,11,8888,11013,11904,150126,17463,1035,1538,14890,1033.872507094041,1281.0573718076816,1.1274929059588885,256.94262819231835,0.10905531370864972,20.057074245609336
47,27,8888,11013,11904,150126,21110,1185,1982,17943,1249.788044709111,1548.5953798809,-64.78804470911109,433.40462011909995,-5.1839225845843755,27.986950351900987
47,37,8888,11013,11904,150126,17803,757,1749,15297,1054.0017318785553,1305.9992206546501,-297.00173187855535,443.0007793453499,-28.178486134857376,33.92044745044255
48,10,7358,16425,12574,156163,37683,2581,4199,30903,1775.5263026453129,3963.4438055109085,805.4736973546871,235.55619448909147,45.36534863801408,5.943220240982502
48,27,7358,16425,12574,156163,14142,657,1105,12380,666.3347655974846,1487.435243943828,-9.334765597484648,-382.435243943828,-1.400912286051053,-25.7110516576055
48,37,7358,16425,12574,156163,104338,4120,11121,89097,4916.138931757202,10974.120950545264,-796.138931757202,146.87904945473565,-16.19439447925923,1.3384128908059627
49,10,3391,16553,12673,166676,14941,354,1193,13394,303.97256353644195,1483.827143679954,50.02743646355805,-290.8271436799539,16.457878922207556,-19.599799405117384
49,37,3391,16553,12673,166676,151735,3037,15360,133338,3087.027436463558,15069.172856320047,-50.02743646355793,290.8271436799532,-1.6205698683672356,1.9299476252140784
50,10,2298,7868,7407,117381,20215,299,746,19170,395.7545940143635,1355.0031095322072,-96.75459401436348,-609.0031095322072,-24.44812908750514,-44.944775790400634
50,11,2298,7868,7407,117381,21083,670,1358,19055,412.7476678508447,1413.1847914057641,257.2523321491553,-55.184791405764145,62.32678030348532,-3.904994714163965
50,37,2298,7868,7407,117381,76083,1329,5764,68990,1489.497738134792,5099.812099062029,-160.49773813479192,664.1879009379709,-10.775292504691786,13.023772014269507
51,10,1636,8622,7626,128985,3183,91,171,2921,40.37204326084428,212.76757762530525,50.62795673915572,-41.76757762530525,125.40350363752427,-19.6306119999449
51,27,1636,8622,7626,128985,15430,282,622,14526,195.70864829243712,1031.418071868822,86.29135170756288,-409.4180718688219,44.09174170914627,-39.69467697293679
51,37,1636,8622,7626,128985,110372,1263,7829,101280,1399.9193084467186,7377.814350505873,-136.91930844671856,451.18564949412666,-9.78051432111737,6.115437825610106
52,2,13630,6118,10378,165688,13410,1220,527,11663,1103.1474820143885,495.1618705035971,116.85251798561148,31.838129496402928,10.592646938941874,6.429842722748911
52,7,13630,6118,10378,165688,25454,2216,1076,22162,2093.9236396118004,939.884433392883,122.07636038819965,136.115566607117,5.830029236922498,14.482159909357605
52,8,13630,6118,10378,165688,4138,375,166,3597,340.40449519578965,152.79491574525613,34.59550480421035,13.205084254743866,10.16305756606185,8.642358412474762
52,9,13630,6118,10378,165688,28255,2205,982,25068,2324.3424388006374,1043.3108613780119,-119.34243880063741,-61.31086137801185,-5.1344602588858725,-5.8765669607840625
52,18,13630,6118,10378,165688,56807,3966,2043,50798,4673.117003041862,2097.5883950557673,-707.1170030418616,-54.58839505576725,-15.131592095416819,-2.6024359776416452
52,29,13630,6118,10378,165688,13294,1268,392,11634,1093.604968374294,490.87859108686206,174.395031625706,-98.87859108686206,15.94680315735527,-20.143186702832853
52,36,13630,6118,10378,165688,4488,346,95,4047,369.1965622133166,165.71860364057747,-23.19656221331661,-70.71860364057747,-6.28298434694361,-42.673907507667096
52,38,13630,6118,10378,165688,19842,2034,837,16971,1632.2634107479118,732.6623291970451,401.73658925208815,104.3376708029549,24.612240071472918,14.240894699377115
53,2,31475,3394,14601,153700,1369,275,36,1058,280.34661678594665,30.230227716330514,-5.346616785946651,5.769772283669486,-1.9071451074542338,19.086102618249967
53,7,31475,3394,14601,153700,5389,1037,119,4233,1103.5704294079376,118.99977878985037,-66.57042940793758,0.00022121014963261132,-6.0322773820292035,0.00018589122759905382
53,8,31475,3394,14601,153700,5345,1114,121,4110,1094.5600195185427,118.02817176317502,19.43998048145727,2.971828236824976,1.7760543172413892,2.517897373508408
53,9,31475,3394,14601,153700,7540,1865,193,5482,1544.056603773585,166.4981132075472,320.94339622641496,26.501886792452808,20.785727378261125,15.917229500022648
53,10,31475,3394,14601,153700,11888,2809,147,8932,2434.448926480156,262.5105530253741,374.55107351984407,-115.51055302537412,15.385456209236976,-44.0022512215762
53,11,31475,3394,14601,153700,2677,545,19,2113,548.2015289525049,59.113454782042936,-3.201528952504873,-40.113454782042936,-0.5840058415419428,-67.85841722488586
53,13,31475,3394,14601,153700,18497,4707,347,13443,3787.853448275862,408.4503448275862,919.1465517241381,-61.45034482758621,24.265631294223148,-15.044752833670746
53,15,31475,3394,14601,153700,2110,479,27,1604,432.09011060507487,46.59297332465843,46.90988939492513,-19.59297332465843,10.856506141562726,-42.05134793209093
53,18,31475,3394,14601,153700,5719,1110,110,4499,1171.1485035783994,126.28683148991541,-61.14850357839941,-16.286831489915414,-5.221242514639476,-12.896698173329332
53,19,31475,3394,14601,153700,1519,477,17,1025,311.0639232270657,33.542524398178266,165.9360767729343,-16.542524398178266,53.34468717923513,-49.31806623080733
53,21,31475,3394,14601,153700,2354,695,23,1636,482.05692908262847,51.98097592713077,212.94307091737153,-28.98097592713077,44.17384297796731,-55.75304312823519
53,23,31475,3394,14601,153700,40116,6600,954,32562,8215.036434612883,885.8406245933637,-1615.0364346128827,68.15937540663629,-19.65951639372112,7.694315829997541
53,25,31475,3394,14601,153700,1736,420,44,1272,355.50162654521796,38.33431359791802,64.49837345478204,5.665686402081981,18.142919367649696,14.779673536112803
53,27,31475,3394,14601,153700,2704,613,44,2047,553.7306441119064,59.70966818477554,59.26935588809363,-15.709668184775538,10.703643823641368,-26.310091250483797
53,28,31475,3394,14601,153700,8346,1283,502,6561,1709.1109303838648,184.2961873780091,-426.1109303838648,317.7038126219909,-24.931730457552025,172.3876207869401
53,29,31475,3394,14601,153700,11192,2284,191,8717,2291.9206245933638,247.14149642160055,-7.920624593363755,-56.14149642160055,-0.3455889575045403,-22.716337496730354
53,36,31475,3394,14601,153700,9397,2016,168,7213,1924.336857514639,207.50434612882236,91.66314248536105,-39.50434612882236,4.763362616446884,-19.03784034687031
53,37,31475,3394,14601,153700,2467,766,28,1673,505.19729993493814,54.47623942745608,260.80270006506186,-26.47623942745608,51.623929917806244,-48.60144478715986
53,38,31475,3394,14601,153700,13331,2380,304,10647,2729.9494144437217,294.3748471047495,-349.9494144437217,9.625152895250494,-12.818897397592638,3.2696927029996914
54,2,7306,2725,6447,114494,5207,166,14,5027,332.26493964749244,123.92854647405105,-166.26493964749244,-109.92854647405105,-50.039868733633696,-88.70316775406431
54,7,7306,2725,6447,114494,9416,703,230,8483,600.8462976225829,224.10431987702415,102.15370237741706,5.895680122975847,17.001636322236962,2.6307748669062088
54,9,7306,2725,6447,114494,25400,1636,523,23241,1620.8045836463045,604.5294949953709,15.195416353695464,-81.5294949953709,0.9375230368309126,-13.486437910857468
54,18,7306,2725,6447,114494,31877,2283,966,28628,2034.1097524761124,758.6845162191905,248.89024752388764,207.31548378080947,12.23583177952491,27.325651090645724
54,29,7306,2725,6447,114494,23587,708,598,22281,1505.1148706482436,561.37941726204,-797.1148706482436,36.620582737960035,-52.96040097623453,6.5233212354963
54,36,7306,2725,6447,114494,3791,93,96,3602,241.908274669415,90.22721714675005,-148.908274669415,5.77278285324995,-61.55567637068589,6.39805042846529
54,38,7306,2725,6447,114494,15216,1717,298,13201,970.9512812898492,362.1464880255734,746.0487187101508,-64.14648802557338,76.83688492784836,-17.712856577817647
55,2,11476,3499,6565,126266,4533,606,73,3854,411.9929989070692,125.61550219378138,194.0070010929308,-52.61550219378138,47.08987813083974,-41.88615359958822
55,7,11476,3499,6565,126266,12814,851,450,11513,1164.632315904519,355.09310503223355,-313.6323159045189,94.90689496776645,-26.929728088554235,26.727326896181573
55,8,11476,3499,6565,126266,6137,755,115,5267,557.7765352509781,170.06449083680485,197.2234647490219,-55.06449083680485,35.35886726756601,-32.37859388862378
55,9,11476,3499,6565,126266,19109,1254,657,17198,1736.7690748103212,529.5359875184135,-482.7690748103212,127.46401248158645,-27.796964018549563,24.070887623507204
55,18,11476,3499,6565,126266,33638,2758,884,29996,3057.27343861372,932.1540398840542,-299.2734386137199,-48.154039884054214,-9.788899966678201,-5.165888664715099
55,29,11476,3499,6565,126266,15466,2539,394,12533,1405.6659433259942,428.5835775268085,1133.3340566740058,-34.58357752680848,80.62613041562246,-8.069272678709961
55,36,11476,3499,6565,126266,15997,1204,379,14414,1453.9272013051811,443.2982988294553,-249.92720130518114,-64.29829882945529,-17.189801599476446,-14.504521898513303
55,38,11476,3499,6565,126266,18572,1509,547,16516,1687.9624918822167,514.6549981784486,-178.96249188221668,32.345001821551364,-10.602278945349006,6.284793101404261
56,2,16779,2559,10681,128271,1654,159,50,1445,216.35807002362188,32.99721682999275,-57.35807002362188,17.00278317000725,-26.510714399217715,51.52793115131033
56,7,16779,2559,10681,128271,43528,5436,914,37178,5693.853731552728,868.3814112309095,-257.8537315527283,45.61858876909048,-4.528632868171886,5.253289416274726
56,9,16779,2559,10681,128271,40023,6023,684,33316,5235.368220408354,798.4568374769043,787.6317795916457,-114.4568374769043,15.044439023817336,-14.334755756940337
56,18,16779,2559,10681,128271,20886,1970,504,18412,2732.076572257174,416.67464976495074,-762.0765722571741,87.32535023504926,-27.89367545535392,20.95768251903737
56,29,16779,2559,10681,128271,9477,1376,159,7942,1239.6768014594102,189.0656734569778,136.32319854058983,-30.065673456977805,10.996672550466643,-15.90223804630474
56,36,16779,2559,10681,128271,5717,980,119,4618,747.8349977781415,114.05386252543443,232.16500222185846,4.946137474565575,31.04495014430099,4.336668101409163
56,38,16779,2559,10681,128271,6986,835,129,6022,913.8316065205698,139.37034871483033,-78.83160652056984,-10.370348714830328,-8.626491572197047,-7.440857263010367
57,4,12825,3857,7204,135200,1384,35,35,1314,131.28550295857988,39.48289940828402,-96.28550295857988,-4.48289940828402,-73.3405446821936,-11.35402788414128
57,13,12825,3857,7204,135200,22597,2225,803,19569,2143.5393860946747,644.6496227810651,81.46061390532532,158.3503772189349,3.8002853800479417,24.56378963440635
57,26,12825,3857,7204,135200,111219,10565,3019,97635,10550.175110946746,3172.867477810651,14.824889053254083,-153.86747781065105,0.14051794304221493,-4.849476975849714
58,21,16841,1927,8757,136747,7435,1610,83,5742,915.6532501627092,104.77191455754057,694.3467498372908,-21.77191455754057,75.83075249434293,-20.780296560853117
58,27,16841,1927,8757,136747,31998,3814,598,27586,3940.695722758086,450.90675480997754,-126.69572275808605,147.09324519002246,-3.215059767908494,32.62165483682118
58,34,16841,1927,8757,136747,97314,11417,1246,84651,11984.651027079204,1371.321330632482,-567.6510270792041,-125.32133063248193,-4.736483572167451,-9.138728307732304
59,6,17520,1599,11990,131261,4444,904,36,3504,593.1608017613762,54.136080023769445,310.8391982386238,-18.136080023769445,52.40386709903867,-33.50091106671644
59,7,17520,1599,11990,131261,2887,399,15,2473,385.34096190033597,35.168961077547785,13.65903809966403,-20.168961077547785,3.5446628960242186,-57.34875429807293
59,9,17520,1599,11990,131261,12226,1777,137,10312,1631.85957748303,148.9351292463108,145.14042251696992,-11.935129246310794,8.894173525692302,-8.013642789789591
59,18,17520,1599,11990,131261,7818,1370,92,6356,1043.5038587242213,95.23759532534416,326.49614127577865,-3.2375953253441594,31.288445993381377,-3.399492935834959
59,25,17520,1599,11990,131261,1836,448,17,1371,245.0592331309376,22.36585124294345,202.9407668690624,-5.3658512429434495,82.8129445588484,-23.991267690454684
59,27,17520,1599,11990,131261,12686,1726,118,10842,1693.2578602936137,154.53877389323563,32.7421397063863,-36.53877389323563,1.933677112870969,-23.643758115020855
59,29,17520,1599,11990,131261,18627,3197,190,15240,2486.230030245084,226.91106269188867,710.769969754916,-36.911062691888674,28.58826259470652,-16.266753261831216
59,31,17520,1599,11990,131261,47108,4128,742,42238,6287.718057915146,573.8619391898584,-2159.7180579151463,168.1380608101416,-34.34820133508429,29.299392297650577
59,34,17520,1599,11990,131261,13362,2040,150,11172,1783.4866411196015,162.77369515697734,256.5133588803985,-12.77369515697734,14.382690229704762,-7.847518080030384
59,36,17520,1599,11990,131261,701,33,2,666,93.56564402221528,8.539467168465881,-60.56564402221528,-6.539467168465881,-64.73064408965665,-76.5793349802257
59,38,17520,1599,11990,131261,9564,1498,100,7966,1276.5503843487404,116.50708131128059,221.4496156512596,-16.507081311280587,17.347502955336687,-14.168307304152094
60,2,25913,1752,13444,154154,7200,1073,58,6069,1210.3065765403428,81.82985845323508,-137.3065765403428,-23.829858453235076,-11.344776538588528,-29.12122653475393
60,7,25913,1752,13444,154154,21107,3877,208,17022,3548.0473487551412,239.88650310728235,328.95265124485877,-31.88650310728235,9.271371515385054,-13.292328953172506
60,8,25913,1752,13444,154154,7453,1204,107,6142,1252.8354048548854,84.70526875721681,-48.83540485488538,22.294731242783186,-3.89799048347791,26.320359488716804
60,9,25913,1752,13444,154154,5110,964,46,4100,858.9814730723822,58.0764689855599,105.01852692761781,-12.076468985559899,12.225936206981313,-20.794082692187406
60,10,25913,1752,13444,154154,5907,1025,28,4854,992.9556871699729,67.13457970600827,32.04431283002714,-39.13457970600827,3.227164438864011,-58.29273062762004
60,18,25913,1752,13444,154154,28531,4012,312,24207,4796.007907676739,324.2621793790625,-784.0079076767388,-12.262179379062502,-16.347093723966033,-3.7815632407527904
60,25,25913,1752,13444,154154,20396,3618,227,16551,3428.5295743217825,231.80580458502538,189.47042567821745,-4.805804585025385,5.52628821105321,-2.0732028663512767
60,29,25913,1752,13444,154154,15998,2581,182,13235,2689.233973818389,181.82139937984093,-108.23397381838913,0.17860062015907374,-4.024713910062273,0.09822860277626688
60,36,25913,1752,13444,154154,7010,1178,124,5708,1178.3679307705283,79.67045941071916,-0.36793077052834633,44.32954058928084,-0.031223759652705282,55.64112585412878
60,38,25913,1752,13444,154154,35439,6381,460,28598,5957.229828612945,402.77338246169415,423.7701713870547,57.226617538305845,7.113544106552013,14.20814284909912
61,15,14685,5359,7304,146670,103178,9677,3662,89839,10330.46246676212,3769.8977432331085,-653.4624667621192,-107.89774323310849,-6.325587734959694,-2.8620867350257124
61,28,14685,5359,7304,146670,43492,5008,1697,36787,4354.537533237881,1589.1022567668917,653.4624667621192,107.89774323310826,15.006472255073836,6.789855264105636
62,2,22072,2164,11947,137119,881,128,6,747,141.814278108796,13.903864526433244,-13.814278108796003,-7.903864526433244,-9.741105263179543,-56.84653005217982
62,4,22072,2164,11947,137119,100381,16148,1821,82412,16158.296311962602,1584.204114674115,-10.296311962601976,236.7958853258849,-0.06372151966899645,14.94730907037165
62,7,22072,2164,11947,137119,7635,1205,91,6339,1229.0034203866715,120.49489859173418,-24.00342038667145,-29.494898591734184,-1.9530800312272074,-24.47813055693754
62,9,22072,2164,11947,137119,4884,650,28,4206,786.175861842633,77.07885850976159,-136.17586184263303,-49.07885850976159,-17.321297746723623,-63.673566862106604
62,11,22072,2164,11947,137119,4120,824,28,3268,663.1950349696249,65.02147769455728,160.80496503037512,-37.02147769455728,24.24700978615441,-56.93730595983705
62,13,22072,2164,11947,137119,7635,1479,63,6093,1229.0034203866715,120.49489859173418,249.99657961332855,-57.494898591734184,20.34140633511615,-47.7156288471106
62,18,22072,2164,11947,137119,11582,1638,127,9817,1864.3507026743196,182.78610549960254,-226.35070267431956,-55.78610549960254,-12.140993770626448,-30.519882978590978
63,26,12419,4726,6792,131733,131733,12419,4726,114588,12419.0,4726.0,0.0,0.0,0.0,0.0
64,13,18357,4106,9495,148393,79554,6079,3067,70408,9841.251123705297,2201.240786290459,-3762.251123705297,865.7592137095412,-38.22939864467948,39.33050937005954
64,14,18357,4106,9495,148393,55984,8811,557,46616,6925.517295290209,1549.0643359188102,1885.4827047097906,-992.0643359188102,27.225153361353073,-64.04281041886995
64,26,18357,4106,9495,148393,12855,3467,482,8906,1590.231581004495,355.69487779073137,1876.768418995505,126.30512220926863,118.01856040426605,35.50940148302576
65,26,15938,4795,7894,151941,151941,15938,4795,131208,15938.0,4795.0,0.0,0.0,0.0,0.0
