district,republican_voters,democrat_voters,other_voters,total_voters,republican_pct,democrat_pct,other_pct,republican_known,republican_modeled,democrat_known,democrat_modeled
26,4351,1509,121858,127718,3.406724189229396,1.1815092625941528,95.41176654817644,4351,0,1509,0
27,1635,5416,130829,137880,1.1858137510879025,3.9280533797505077,94.88613286916159,1635,0,5416,0
28,5050,1871,139379,146300,3.4518113465481886,1.2788790157211212,95.26930963773069,5050,0,1871,0
29,785,314,24644,25743,3.0493726449908714,1.2197490579963486,95.73087829701278,785,0,314,0
30,3769,1761,70505,76035,4.956927730650358,2.31603866640363,92.72703360294601,3769,0,1761,0
31,4275,1477,78096,83848,5.098511592405305,1.7615208472474002,93.13996756034729,4275,0,1477,0
32,4419,518,87937,92874,4.758059306156729,0.5577449016947692,94.6841957921485,4419,0,518,0
33,7887,6157,202605,216649,3.6404506829018364,2.8419240338058334,93.51762528329233,7887,0,6157,0
34,8683,1071,178297,188051,4.617364438370442,0.5695263518939011,94.81310920973566,8683,0,1071,0
35,5959,835,120650,127444,4.675779165751233,0.6551897303913876,94.66903110385738,5959,0,835,0
36,4770,891,118017,123678,3.8567894047445788,0.7204191529617232,95.4227914422937,4770,0,891,0
37,1025,729,31498,33252,3.082521352099122,2.192349332370985,94.72512931552988,1025,0,729,0
38,939,134,13170,14243,6.5927122095064234,0.9408130309625781,92.466474759531,939,0,134,0
39,9156,1284,163392,173832,5.267154493994202,0.7386442082010216,93.99420129780478,9156,0,1284,0
40,6154,892,113946,120992,5.0862866966411,0.7372388257074848,94.17647447765141,6154,0,892,0
41,6661,1032,129574,137267,4.852586564869925,0.7518194467716203,94.39559398835846,6661,0,1032,0
42,211,5268,100534,106013,0.1990321941648666,4.969201890334205,94.83176591550094,211,0,5268,0
43,664,74,7263,8001,8.29896262967129,0.9248843894513186,90.77615298087738,664,0,74,0
44,4587,1218,125178,130983,3.5019811731293373,0.9298916653306155,95.56812716154005,4587,0,1218,0
45,2307,3201,143242,148750,1.5509243697478992,2.1519327731092437,96.29714285714286,2307,0,3201,0
46,1598,4770,154178,160546,0.9953533566703624,2.971111083427803,96.03353555990184,1598,0,4770,0
47,2855,5111,142160,150126,1.901735875198167,3.4044735755298885,94.69379054927195,2855,0,5111,0
48,2251,7879,146033,156163,1.441442595237028,5.045369261604861,93.5131881431581,2251,0,7879,0
49,2195,8012,175373,185580,1.1827783166289472,4.317275568487983,94.49994611488307,2195,0,8012,0
50,667,3574,113140,117381,0.5682350635963231,3.044785783048364,96.38697915335531,667,0,3574,0
51,548,3291,130769,134608,0.4071080470700107,2.4448769761084037,97.14801497682159,548,0,3291,0
53,544,21,4536,5101,10.664575573416977,0.4116839835326407,88.92374044305038,544,0,21,0
54,4327,1047,138593,143967,3.0055498829592895,0.7272499947904728,96.26720012225024,4327,0,1047,0
55,4842,1189,136898,142929,3.3876959889175744,0.8318815635735225,95.78042244750891,4842,0,1189,0
56,1993,123,33864,35980,5.539188438021123,0.34185658699277377,94.1189549749861,1993,0,123,0
57,3964,1305,129931,135200,2.9319526627218937,0.9652366863905325,96.10281065088758,3964,0,1305,0
58,2201,135,52050,54386,4.046997389033943,0.24822564630603466,95.70477696466003,2201,0,135,0
59,5606,411,92914,98931,5.666575694170685,0.4154410649846863,93.91798324084462,5606,0,411,0
60,1725,124,24752,26601,6.484718619600767,0.4661478891770986,93.04913349122214,1725,0,124,0
61,378,1564,83234,85176,0.4437869822485207,1.8361979900441436,97.72001502770735,378,0,1564,0
62,7976,776,132250,141002,5.65665735237798,0.5503468035914384,93.79299584403059,7976,0,776,0
63,3563,1518,126652,131733,2.7047133216430206,1.1523308510396029,96.14295582731738,3563,0,1518,0
64,3949,2221,99185,105355,3.7482796260262923,2.1081106734374258,94.14360970053627,3949,0,2221,0
65,4378,1541,146022,151941,2.88138158890622,1.0142094628836191,96.10440894821016,4378,0,1541,0
66,399,2076,69126,71601,0.5572547869443164,2.8994008463568943,96.54334436669879,399,0,2076,0
67,700,2478,118422,121600,0.575657894736842,2.0378289473684212,97.38651315789474,700,0,2478,0
68,1777,134,32701,34612,5.134057552294003,0.387148965676644,94.47879348202936,1777,0,134,0
69,10311,983,156508,167802,6.144742017377624,0.5858094659181655,93.26944851670422,10311,0,983,0
70,609,2756,103725,107090,0.568680549070875,2.573536277897096,96.85778317303203,609,0,2756,0
71,3663,316,90493,94472,3.8773393174697266,0.3344906427301211,95.78817003980016,3663,0,316,0
72,4112,365,88434,92911,4.425740762665346,0.39284907061596586,95.18141016671868,4112,0,365,0
73,9030,2422,172655,184107,4.904756473137904,1.3155393331052052,93.7797041937569,9030,0,2422,0
74,1232,423,23342,24997,4.928591430971717,1.6922030643677242,93.37920550466056,1232,0,423,0
76,2448,2205,119056,123709,1.9788374330081078,1.7824087172315677,96.23875384976033,2448,0,2205,0
77,636,34,7969,8639,7.361963190184049,0.3935640699154995,92.24447273990044,636,0,34,0
78,1989,101,23114,25204,7.891604507221076,0.40073004285034125,91.70766544992858,1989,0,101,0
79,913,365,33775,35053,2.604627278692266,1.0412803469032608,96.35409237440447,913,0,365,0
80,1789,1746,66802,70337,2.543469297809119,2.4823350441446177,94.97419565804627,1789,0,1746,0
81,2412,206,35550,38168,6.319429888912177,0.5397191364493817,93.14085097463844,2412,0,206,0
82,6090,357,111160,117607,5.178263198619129,0.30355335991905247,94.51818344146183,6090,0,357,0
83,6051,481,88791,95323,6.347890855302498,0.5046001489671957,93.1475089957303,6051,0,481,0
84,3570,695,106221,110486,3.2311786108647245,0.6290389732635809,96.1397824158717,3570,0,695,0
85,3336,525,48646,52507,6.353438589140495,0.9998666844420743,92.64669472641744,3336,0,525,0
86,52,7,749,808,6.435643564356436,0.8663366336633664,92.69801980198021,52,0,7,0
87,3547,329,68306,72182,4.913967471114682,0.45579230279016936,94.63024022609515,3547,0,329,0
88,185,5,1490,1680,11.011904761904761,0.2976190476190476,88.69047619047619,185,0,5,0
89,730,2472,99998,103200,0.7073643410852714,2.395348837209302,96.89728682170544,730,0,2472,0
90,928,1697,92054,94679,0.9801539940219055,1.7923721205335925,97.22747388544451,928,0,1697,0
91,3840,1069,111965,116874,3.285589609322861,0.9146602323870151,95.79975015829012,3840,0,1069,0
92,1758,1300,90624,93682,1.876561132341325,1.3876731922888068,96.73576567536986,1758,0,1300,0
93,2468,984,135211,138663,1.7798547557747921,0.709634148979901,97.5105110952453,2468,0,984,0
94,4877,2217,113792,120886,4.034379498039476,1.8339592674089638,94.13166123455156,4877,0,2217,0
95,864,3372,103240,107476,0.803900405671964,3.1374446388030814,96.05865495552496,864,0,3372,0
96,3681,2177,125154,131012,2.8096662901108296,1.6616798461209659,95.52865386376821,3681,0,2177,0
97,4749,2210,127529,134488,3.5311700672178934,1.6432692879662127,94.8255606448159,4749,0,2210,0
98,6745,1643,131159,139547,4.8334969580141465,1.1773810974080419,93.98912194457782,6745,0,1643,0
99,3791,1289,120447,125527,3.0200673958590585,1.0268707130736814,95.95306189106726,3791,0,1289,0
100,251,2808,87195,90254,0.2781040175504687,3.111219447337514,96.61067653511202,251,0,2808,0
101,1033,2269,106436,109738,0.9413329931290894,2.0676520439592485,96.99101496291166,1033,0,2269,0
102,1514,2181,90117,93812,1.613866029932205,2.3248624909393256,96.06127147912848,1514,0,2181,0
103,681,2242,91531,94454,0.7209858767230609,2.3736421962013257,96.9053719270756,681,0,2242,0
104,667,1453,87163,89283,0.7470627107064054,1.6274094732479867,97.6255278160456,667,0,1453,0
105,1326,1051,80919,83296,1.5919131771033423,1.261765270841337,97.14632155205533,1326,0,1051,0
106,3968,1304,146793,152065,2.6094104494788413,0.8575280307763127,96.53306151974485,3968,0,1304,0
107,1077,1291,81439,83807,1.2850955170809122,1.5404441156466644,97.17446036727242,1077,0,1291,0
108,5170,4749,137157,147076,3.515189425875058,3.2289428594740133,93.25586771465093,5170,0,4749,0
109,834,5653,110318,116805,0.7140105303711314,4.839690081760199,94.44629938786868,834,0,5653,0
110,183,2311,84967,87461,0.209236116669144,2.6423205771715397,97.14844330615932,183,0,2311,0
111,957,6395,105041,112393,0.851476515441353,5.689856129830149,93.4586673547285,957,0,6395,0
112,3936,3296,124591,131823,2.9858218975444344,2.500322402008754,94.51385570044681,3936,0,3296,0
113,1785,2312,103396,107493,1.6605732466300132,2.150837728968398,96.1885890244016,1785,0,2312,0
114,1199,3753,115306,120258,0.9970230670724609,3.120790300853166,95.88218663207438,1199,0,3753,0
115,2179,2069,109319,113567,1.9186911690896122,1.8218320462810498,96.25947678462934,2179,0,2069,0
116,1783,2933,125565,130281,1.368580222749288,2.251287601415402,96.38013217583531,1783,0,2933,0
117,1222,1634,133444,136300,0.8965517241379309,1.1988261188554659,97.9046221570066,1222,0,1634,0
118,2504,1988,141446,145938,1.7157971193246448,1.3622223135852212,96.92198056709015,2504,0,1988,0
119,2002,2879,136604,141485,1.4149909884440046,2.0348446831819627,96.55016432837404,2002,0,2879,0
120,1602,2277,121710,125589,1.275589422640518,1.8130568760002865,96.91135370135919,1602,0,2277,0
121,5939,3342,152142,161423,3.679153528307614,2.070336940832471,94.25050953085992,5939,0,3342,0
122,6096,2836,164743,173675,3.5100043184108247,1.6329350798906004,94.85706060169858,6096,0,2836,0
123,2823,3805,128550,135178,2.088357572977851,2.814807143174185,95.09683528384795,2823,0,3805,0
124,1188,1772,108047,111007,1.0702027800048646,1.5962957290981648,97.33350149089696,1188,0,1772,0
125,2832,3122,137890,143844,1.9687995328272294,2.1704068296209784,95.8607936375518,2832,0,3122,0
126,5054,2085,164044,171183,2.9523959738992773,1.2179947775187958,95.82960924858193,5054,0,2085,0
127,5507,2209,167423,175139,3.1443596229280746,1.261283894506649,95.59435648256527,5507,0,2209,0
128,6564,2591,209005,218160,3.0088008800880086,1.1876604327099376,95.80353868720205,6564,0,2591,0
129,6439,3127,211341,220907,2.914801251205258,1.4155278012919466,95.6696709475028,6439,0,3127,0
130,6114,2301,224603,233018,2.6238316353243096,0.9874773622638595,96.38869100241183,6114,0,2301,0
131,2568,3565,147657,153790,1.6698094804603678,2.3180961050783537,96.01209441446127,2568,0,3565,0
132,4212,2213,181882,188307,2.2367729293122403,1.175208568985752,96.58801850170201,4212,0,2213,0
133,7443,2912,191266,201621,3.6915797461573945,1.4442939971530744,94.86412625668953,7443,0,2912,0
134,10902,8183,384391,403476,2.7020194509710613,2.0281255886347638,95.26985496039417,10902,0,8183,0
135,1580,1292,125093,127965,1.2347126167311375,1.0096510764662212,97.75563630680264,1580,0,1292,0
137,2618,1385,114585,118588,2.2076432691334706,1.1679090633116336,96.62444766755489,2618,0,1385,0
138,6602,2970,203049,212621,3.105055474294637,1.396851675046209,95.49809285065916,6602,0,2970,0
139,3528,4807,192250,200585,1.7588553481067877,2.396490265972032,95.84465438592117,3528,0,4807,0
140,2934,1883,154672,159489,1.8396253033124543,1.1806456871633781,96.97972900952416,2934,0,1883,0
141,5844,4520,246944,257308,2.2712080463879865,1.756649618356211,95.97214233525581,5844,0,4520,0
142,5305,4508,262418,272231,1.9487126741627514,1.6559466041707227,96.39534072166653,5305,0,4508,0
143,7576,4684,268855,281115,2.694982480479519,1.66622200878644,95.63879551073404,7576,0,4684,0
144,5293,2441,198298,206032,2.5690184049079754,1.1847674147705212,96.2462141803215,5293,0,2441,0
145,10432,7715,414972,433119,2.408575934096634,1.7812656567825471,95.81015840912082,10432,0,7715,0
146,5345,6131,249967,261443,2.044422684868212,2.345061829920862,95.61051548521093,5345,0,6131,0
147,8204,7961,375694,391859,2.093610201628647,2.031598100337111,95.87479169803424,8204,0,7961,0
148,3082,2251,157319,162652,1.8948429776455253,1.3839362565477216,96.72122076580675,3082,0,2251,0
149,1952,1385,121692,125029,1.5612377928320629,1.1077430036231595,97.33101920354478,1952,0,1385,0
150,4980,1851,187260,194091,2.565806760746248,0.9536763683014667,96.48051687095229,4980,0,1851,0
