district,republican_voters,democrat_voters,other_voters,total_voters,republican_pct,democrat_pct,other_pct,republican_known,republican_modeled,democrat_known,democrat_modeled
1,6043,670,119978,126691,4.769873155946358,0.5288457743643984,94.70128106968924,6043,0,670,0
2,5720,542,114300,120562,4.744446840629717,0.44956122161211653,94.80599193775817,5720,0,542,0
3,1338,155,32604,34097,3.9240988943308794,0.4545854474000645,95.62131565826905,1338,0,155,0
4,1799,1633,57720,61152,2.9418498168498166,2.670395081109367,94.38775510204081,1799,0,1633,0
5,3185,193,47756,51134,6.228732350295303,0.3774396683224469,93.39382798138224,3185,0,193,0
6,765,16,6369,7150,10.6993006993007,0.22377622377622378,89.07692307692308,765,0,16,0
7,1994,203,31888,34085,5.850080680651313,0.5955698987824556,93.55434942056623,1994,0,203,0
8,3872,328,64693,68893,5.620309755708127,0.4761006198017215,93.90358962449015,3872,0,328,0
9,13638,2049,186932,202619,6.730859396206673,1.0112575819641791,92.25788302182914,13638,0,2049,0
11,1089,41,15260,16390,6.644295302013423,0.25015253203172666,93.10555216595485,1089,0,41,0
12,5813,2278,112850,120941,4.80647588493563,1.8835630596737252,93.30996105539064,5813,0,2278,0
13,1100,154,16546,17800,6.179775280898876,0.8651685393258427,92.95505617977528,1100,0,154,0
14,12891,3920,319652,336463,3.83132766455747,1.1650612400174758,95.00361109542506,12891,0,3920,0
15,360,45,5660,6065,5.935696619950536,0.741962077493817,93.32234130255564,360,0,45,0
16,2276,160,46122,48558,4.687178219860785,0.3295028625561185,94.98331891758309,2276,0,160,0
17,969,9,13469,14447,6.707274866754344,0.062296670589049634,93.23042846265662,969,0,9,0
18,3152,212,54491,57855,5.448103016161093,0.36643332469103795,94.18546365914787,3152,0,212,0
19,5081,973,65439,71493,7.106989495475082,1.360972402892591,91.53203810163232,5081,0,973,0
21,6306,635,109210,116151,5.429139654415373,0.5467021377345007,94.02415820785012,6306,0,635,0
22,10544,1891,214618,227053,4.643849673864692,0.8328451947342691,94.52330513140103,10544,0,1891,0
23,6632,1618,148608,156858,4.228027897843909,1.0315062030626427,94.74046589909345,6632,0,1618,0
24,5818,1522,140794,148134,3.92752507864501,1.0274481212955837,95.0450268000594,5818,0,1522,0
25,5207,1678,104810,111695,4.661802229285106,1.50230538520077,93.83589238551411,5207,0,1678,0
26,4351,1509,121858,127718,3.406724189229396,1.1815092625941528,95.41176654817644,4351,0,1509,0
27,1635,5416,130829,137880,1.1858137510879025,3.9280533797505077,94.88613286916159,1635,0,5416,0
28,5050,1871,139379,146300,3.4518113465481886,1.2788790157211212,95.26930963773069,5050,0,1871,0
29,4464,692,75005,80161,5.568792804480982,0.8632626838487544,93.56794451167026,4464,0,692,0
30,5343,634,81548,87525,6.104541559554414,0.7243644672950585,93.17109397315053,5343,0,634,0
31,2956,1246,39649,43851,6.741009327039292,2.841440332033477,90.41755034092724,2956,0,1246,0
32,4557,1684,147139,153380,2.9710522884339547,1.0979267179554049,95.93102099361064,4557,0,1684,0
33,12008,6533,279468,298009,4.029408507796744,2.192215671338785,93.77837582086447,12008,0,6533,0
34,8103,5302,367958,381363,2.1247472880169287,1.390276455765242,96.48497625621782,8103,0,5302,0
35,7251,4464,273665,285380,2.54082276263228,1.5642301492746515,95.89494708809308,7251,0,4464,0
36,7283,5279,341218,353780,2.058624003618068,1.492170275312341,96.44920572106959,7283,0,5279,0
37,2674,680,51056,54410,4.914537768792501,1.2497702628193348,93.83569196838818,2674,0,680,0
38,1080,79,14562,15721,6.869791997964506,0.5025125628140703,92.62769543922143,1080,0,79,0
39,9952,6049,416690,432691,2.3000247289636255,1.3979953361636825,96.30197993487269,9952,0,6049,0
40,6567,5974,296061,308602,2.127983616438001,1.9358267282778465,95.93618965528415,6567,0,5974,0
41,10012,6909,398008,414929,2.412942937225405,1.665104150348614,95.92195291242598,10012,0,6909,0
43,1610,958,31193,33761,4.768816089570806,2.837593673173188,92.393590237256,1610,0,958,0
44,4731,1219,126855,132805,3.562365874778811,0.9178871277436844,95.51974699747751,4731,0,1219,0
45,2307,3201,143242,148750,1.5509243697478992,2.1519327731092437,96.29714285714286,2307,0,3201,0
46,1613,211,27387,29211,5.521892437780288,0.722330628872685,93.75577693334702,1613,0,211,0
49,3534,336,51162,55032,6.421718273004798,0.6105538595726123,92.9677278674226,3534,0,336,0
51,596,66,10052,10714,5.562815008400223,0.6160164271047228,93.82116856449505,596,0,66,0
53,838,48,11185,12071,6.942258305028581,0.3976472537486538,92.66009444122277,838,0,48,0
54,1515,149,24731,26395,5.739723432468271,0.5645008524341731,93.69577571509755,1515,0,149,0
55,923,96,12959,13978,6.603233652883102,0.6867935326942338,92.70997281442266,923,0,96,0
56,348,24,3041,3413,10.196308233225901,0.7031936712569586,89.10049809551714,348,0,24,0
57,3964,1305,129931,135200,2.9319526627218937,0.9652366863905325,96.10281065088758,3964,0,1305,0
60,639,49,4210,4898,13.046141282155983,1.000408329930584,85.95345038791343,639,0,49,0
61,4566,2062,161811,168439,2.7107736331847136,1.2241820481004992,96.06504431871478,4566,0,2062,0
62,3028,251,33230,36509,8.293845353200581,0.6875017119066531,91.01865293489276,3028,0,251,0
63,3563,1518,126652,131733,2.7047133216430206,1.1523308510396029,96.14295582731738,3563,0,1518,0
64,5308,1421,118944,125673,4.223659815553062,1.1307122452714584,94.64562793917548,5308,0,1421,0
65,4378,1541,146022,151941,2.88138158890622,1.0142094628836191,96.10440894821016,4378,0,1541,0
66,5428,2316,167913,175657,3.090113118179179,1.3184786259585441,95.59140825586228,5428,0,2316,0
