district,republican_voters,democrat_voters,other_voters,total_voters,republican_pct,democrat_pct,other_pct,republican_known,republican_modeled,democrat_known,democrat_modeled
1,343713,14844,1177,359734,95.5464315299638,4.126382271344938,0.3271861986912552,27280,316433,3462,11382
2,203710,150762,1640,356112,57.20391337556724,42.33555735274296,0.46052927168980545,20899,182811,11883,138879
3,315929,27023,1531,344483,91.71105685911932,7.844509017861549,0.44443412301913304,28966,286963,5929,21094
4,138010,42648,840,181498,76.03940539289688,23.49777958985774,0.4628150172453691,10852,127158,3179,39469
5,196467,19711,867,217045,90.51901679375246,9.081526872307585,0.3994563339399663,19637,176830,3378,16333
6,309229,236917,1781,547927,56.43616759166823,43.23878910876814,0.32504329956362804,26664,282565,11386,225531
7,315034,124146,1180,440360,71.54010355163956,28.191933872286313,0.2679625760741212,20048,294986,7329,116817
8,480949,80624,2689,564262,85.2350503843959,14.288397942799621,0.47655167280447736,34333,446616,9178,71446
9,283206,83184,1475,367865,76.98639446536093,22.612643225096164,0.40096230954290296,17853,265353,6690,76494
10,162648,123287,1198,287133,56.64552663748158,42.937245109409226,0.4172282531091863,16338,146310,8710,114577
11,334379,68005,1448,403832,82.80151151964183,16.839923532558092,0.3585649478000753,22391,311988,6965,61040
12,272428,135904,2244,410576,66.35263629632516,33.10081446553135,0.5465492381434862,22312,250116,9865,126039
13,186840,322131,1577,510548,36.59597138760704,63.09514482477652,0.3088837876164435,18198,168642,20145,301986
14,44898,473617,3139,521654,8.606854351735057,90.79140579771267,0.6017398505522817,9339,35559,28891,444726
15,176751,352002,2000,530753,33.30193140688795,66.32124547576744,0.3768231173446029,18580,158171,17701,334301
16,35998,242354,1070,279422,12.883022811374909,86.73404384765695,0.38293334096814136,6726,29272,10370,231984
17,294958,107792,1691,404441,72.92979692958923,26.65209511399685,0.4181079564139145,24003,270955,8386,99406
18,109861,125557,815,236233,46.50535699923381,53.149644630513095,0.3449983702530976,11550,98311,5668,119889
19,50159,216679,732,267570,18.746122509997384,80.98030421945658,0.2735732705460253,6489,43670,7840,208839
20,379758,227083,2679,609520,62.30443627772674,37.25603753773461,0.43952618453865333,28499,351259,15121,211962
21,50066,242067,1541,293674,17.048155437662167,82.42711305733569,0.5247315050021452,5894,44172,13491,228576
22,42267,80326,504,123097,34.336336385127176,65.2542304036654,0.4094332112074218,4659,37608,3810,76516
23,8997,340155,737,349889,2.571386925567823,97.21797484345035,0.21063823098182566,3606,5391,21972,318183
24,124660,36010,519,161189,77.33778359565478,22.34023413508366,0.3219822692615501,8938,115722,2222,33788
25,228210,89746,2582,320538,71.19592684798683,27.998552433720807,0.8055207182923709,19960,208250,9685,80061
26,30105,275963,1288,307356,9.79483075000976,89.78611121956298,0.419058030427257,7560,22545,12783,263180
27,397085,269276,2915,669276,59.33053030438862,40.23392441982082,0.4355452757905558,34035,363050,15669,253607
28,175304,2333,575,178212,98.36823558458465,1.3091149866451193,0.32264942877022873,16206,159098,1206,1127
29,176231,355759,2563,534553,32.96791899025915,66.55261498859795,0.4794660211428988,17371,158860,19319,336440
30,276370,85990,1395,363755,75.97696251597917,23.63953760085772,0.383499883163118,19989,256381,5114,80876
31,182979,7567,597,191143,95.72885222058878,3.9588161742778967,0.31233160513332947,15500,167479,1286,6281
