district,old_expected_republican_voters,new_republican_voters,net_republican_change,pct_republican_change,old_expected_democrat_voters,new_democrat_voters,net_democrat_change,pct_democrat_change,old_expected_other_voters,new_other_voters,net_other_change,new_rep_known,new_rep_modeled,new_dem_known,new_dem_modeled,old_expected_republican_pct,new_republican_pct,old_expected_democrat_pct,new_democrat_pct
1,17432.635319906338,19914.0,2481.364680093662,14.234019323860863,3754.734195463704,2878.0,-876.734195463704,-23.35010016216151,338882.63048462995,337278.0,-1604.6304846299463,19914.0,0.0,2878.0,0.0,4.841457305497913,5.530591273918961,1.042778958386898,0.7992890271336129
2,20251.184337522765,18251.0,-2000.1843375227654,-9.876875861609182,9749.59451704355,10413.0,663.4054829564502,6.8044417826478,685947.2211454337,687284.0,1336.778854566277,18251.0,0.0,10413.0,0.0,2.8285831285963177,2.549207484342438,1.3617741116734106,1.4544352383133972
3,8910.422825438522,9865.0,954.5771745614784,10.713040147053846,2485.175759806114,1457.0,-1028.175759806114,-41.37235588867683,210583.40141475535,210657.0,73.59858524464653,9865.0,0.0,1457.0,0.0,4.014083686041707,4.4441140828636945,1.1195544442519851,0.6563683952085558
4,19725.720802456373,24277.0,4551.279197543627,23.072815655876425,6383.6610617195865,6617.0,233.33893828041346,3.6552526210963685,500006.61813582404,495222.0,-4784.618135824043,24277.0,0.0,6617.0,0.0,3.749310190615068,4.614381619262672,1.2133561917371047,1.2577074257388103
5,12149.962432174401,10576.0,-1573.9624321744013,-12.954463365305397,4097.946884435367,5199.0,1101.0531155646331,26.8684086596291,327249.0906833902,327722.0,472.9093166097882,10576.0,0.0,5199.0,0.0,3.5371378591878244,3.07892063103899,1.1930080566745465,1.5135503366841632
6,8006.60663441062,5272.0,-2734.6066344106202,-34.15437724463553,2184.576212481399,3423.0,1238.4237875186009,56.68942930180082,200749.817153108,202246.0,1496.182846892014,5272.0,0.0,3423.0,0.0,3.7956616468162285,2.499277049032668,1.0356337613272901,1.6227286302805048
7,15396.014026103287,14812.0,-584.0140261032866,-3.7932806836439332,13388.221793083609,12698.0,-690.2217930836086,-5.155440384474203,686833.7641808131,688108.0,1274.2358191868989,14812.0,0.0,12698.0,0.0,2.151429118063448,2.0698193729056564,1.8708615201243692,1.7744103697782894
8,22358.317978922325,15677.0,-6681.317978922325,-29.88291867581877,8617.563895073918,10352.0,1734.4361049260824,20.126756540993483,663384.1181260038,668331.0,4946.88187399623,15677.0,0.0,10352.0,0.0,3.2199893396685186,2.2577625439253413,1.241080116232778,1.4908692897056284
9,13949.782461118406,12671.0,-1278.782461118406,-9.167042315410281,16114.137225175687,16378.0,263.8627748243125,1.6374613864654841,655767.0803137058,656782.0,1014.9196862941608,12671.0,0.0,16378.0,0.0,2.0339970723280816,1.84753970001356,2.3495784275099387,2.388051867005137
10,15005.644752257373,15327.0,321.3552477426274,2.141562412333428,4757.283384359368,6129.0,1371.716615640632,28.83403204758533,349213.07186338323,347520.0,-1693.0718633832294,15327.0,0.0,6129.0,0.0,4.0668349031528805,4.153928710810459,1.2893205477752938,1.6610836477169246
11,7313.345616247857,9608.0,2294.654383752143,31.376260663165883,1091.131809176415,740.0,-351.1318091764149,-32.180512585500445,154834.52257457573,152891.0,-1943.5225745757343,9608.0,0.0,740.0,0.0,4.48014605348468,5.885848357316573,0.6684259332490489,0.45332304167508986
12,14225.482820269393,11743.0,-2482.4828202693934,-17.450956509765632,4971.902518164813,5725.0,753.097481835187,15.147068533297873,414791.61466156575,416521.0,1729.385338434251,11743.0,0.0,5725.0,0.0,3.277844097493115,2.7058289495816714,1.14562869523532,1.3191578588397401
13,20367.478934986415,18913.0,-1454.478934986415,-7.141182959506938,2257.2136801273373,2493.0,235.78631987266272,10.445901597555496,365726.30738488626,366945.0,1218.692615113745,18913.0,0.0,2493.0,0.0,5.24460576514195,4.870078871948315,0.581230299426894,0.6419450445602046
14,18563.002927351157,20856.0,2292.9970726488427,12.352511507016398,8198.58803075337,7668.0,-530.5880307533698,-6.471700111813204,491314.4090418955,489552.0,-1762.409041895473,20856.0,0.0,7668.0,0.0,3.583065597972335,4.025664188265814,1.5825068196081986,1.480091723994163
15,5200.168917578296,8982.0,3781.831082421704,72.72515840087156,2174.3030841410928,1348.0,-826.3030841410928,-38.00312339930771,152480.52799828062,149525.0,-2955.527998280624,8982.0,0.0,1348.0,0.0,3.2530536533597925,5.618842075631041,1.36017208353889,0.843264208188671
16,36720.73643898789,38541.0,1820.263561012107,4.9570453578361775,19345.093931187443,19373.0,27.90606881255735,0.14425398455971425,1336325.1696298248,1334477.0,-1848.1696298248135,38541.0,0.0,19373.0,0.0,2.6372431622287054,2.7679725019768155,1.389343505609232,1.391347688975295
17,19396.2725501142,21074.0,1677.7274498857987,8.649741570454065,4281.889272318139,3672.0,-609.8892723181389,-14.24346202179945,427777.83817756764,426710.0,-1067.838177567639,21074.0,0.0,3672.0,0.0,4.29638160753522,4.668007513467536,0.9484621474336676,0.8133683016728097
18,23629.078658656785,22834.0,-795.0786586567847,-3.3648314017757883,19185.696401653033,19512.0,326.3035983469672,1.700764942360148,995767.2249396902,996236.0,468.77506030979566,22834.0,0.0,19512.0,0.0,2.275128844776511,2.1985745949766122,1.8472972188669776,1.878715402346661
19,8847.012565565034,10412.0,1564.9874344349664,17.689445141361286,1005.1023685974707,594.0,-411.1023685974707,-40.90154211566796,177189.8850658375,176036.0,-1153.8850658375013,10412.0,0.0,594.0,0.0,4.729960418283078,5.566664171683365,0.5373672055460649,0.31757573165385317
20,4312.0,4312.0,0.0,0.0,8691.0,8691.0,0.0,0.0,443608.0,443608.0,0.0,4312.0,0.0,8691.0,0.0,0.9443486906798128,0.9443486906798128,1.9033707028520994,1.9033707028520994
21,25411.763346169577,21568.0,-3843.763346169577,-15.125921384550292,10182.964660792739,10979.0,796.0353392072611,7.817323988879385,489908.2719930377,492956.0,3047.7280069622793,21568.0,0.0,10979.0,0.0,4.835702811624211,4.104258205947445,1.9377557617735273,2.089236407784542
22,16387.619235795395,15797.0,-590.6192357953951,-3.604057595537175,5531.310260834111,5742.0,210.68973916588857,3.809038532112949,410003.0705033705,410383.0,379.92949662951287,15797.0,0.0,5742.0,0.0,3.7941154272751545,3.657373322034997,1.2806271180523594,1.3294066984316613
23,10491.762972566768,9893.0,-598.7629725667684,-5.706981506657917,9021.814731888151,5702.0,-3319.814731888151,-36.79763806448014,359644.4222955451,363563.0,3918.5777044548886,9893.0,0.0,5702.0,0.0,2.76712161488529,2.6092024960570526,2.3794340965740273,1.503858549733884
24,21370.0,21370.0,0.0,0.0,9878.0,9878.0,0.0,0.0,512536.0,512536.0,0.0,21370.0,0.0,9878.0,0.0,3.9298692127756607,3.9298692127756607,1.816530092830977,1.816530092830977
25,16989.332827926853,15323.0,-1666.3328279268535,-9.808112212551139,3663.0385332467877,4834.0,1170.9614667532123,31.966943730600438,347950.62863882637,348446.0,495.37136117363116,15323.0,0.0,4834.0,0.0,4.6091140950906135,4.157047012639615,0.9937625394385796,1.3114380512366963
26,17052.34233979249,16457.0,-595.3423397924889,-3.491264296302731,4768.084337183054,4998.0,229.91566281694577,4.821971394758887,519056.5733230245,519422.0,365.42667697550496,16457.0,0.0,4998.0,0.0,3.152720921723883,3.0426511018216713,0.8815468835212172,0.9240548220759988
27,5493.206279203673,6308.0,814.7937207963269,14.832753029519294,1544.6668482906757,1617.0,72.33315170932428,4.682767147451113,140870.12687250564,139983.0,-887.1268725056434,6308.0,0.0,1617.0,0.0,3.71393452632966,4.264813262298185,1.0443430026034264,1.093247153636044
28,5683.382226420248,5929.0,245.61777357975188,4.321683177280466,12594.425723883307,12646.0,51.574276116693,0.4095008160546031,396813.1920496964,396516.0,-297.1920496964012,5929.0,0.0,12646.0,0.0,1.3691894612073614,1.428361491817457,3.034136062666574,3.0465608746034003
29,19482.97368632429,18502.0,-980.9736863242906,-5.035030597063664,12378.378471908307,12008.0,-370.3784719083069,-2.9921404709740442,846382.6478417674,847734.0,1351.352158232592,18502.0,0.0,12008.0,0.0,2.2184010008977335,2.106703831736966,1.4094464034947356,1.3672737872390817
30,2773.0,2773.0,0.0,0.0,18400.0,18400.0,0.0,0.0,446717.0,446717.0,0.0,2773.0,0.0,18400.0,0.0,0.5926606681057514,0.5926606681057514,3.9325482485199514,3.9325482485199514
