district,old_expected_republican_voters_known,new_republican_voters_known,net_republican_change_known,pct_republican_change_known,old_expected_democrat_voters_known,new_democrat_voters_known,net_democrat_change_known,pct_democrat_change_known,old_expected_other_voters_known,new_other_voters_known,net_other_change_known,new_rep_known_known,new_rep_modeled_known,new_dem_known_known,new_dem_modeled_known,old_expected_republican_pct_known,new_republican_pct_known,old_expected_democrat_pct_known,new_democrat_pct_known,old_expected_republican_voters_modeled,new_republican_voters_modeled,net_republican_change_modeled,pct_republican_change_modeled,old_expected_democrat_voters_modeled,new_democrat_voters_modeled,net_democrat_change_modeled,pct_democrat_change_modeled,old_expected_other_voters_modeled,new_other_voters_modeled,net_other_change_modeled,new_rep_known_modeled,new_rep_modeled_modeled,new_dem_known_modeled,new_dem_modeled_modeled,old_expected_republican_pct_modeled,new_republican_pct_modeled,old_expected_democrat_pct_modeled,new_democrat_pct_modeled,rep_voters_diff,dem_voters_diff,net_advantage_diff
23,6246.706723546757,6632.0,385.2932764532434,6.167942461599694,1932.054673642455,1618.0,-314.0546736424551,-16.254957891557776,148679.2386028108,148608.0,-71.23860281080124,6632.0,0.0,1618.0,0.0,3.9823960037401704,4.228027897843909,1.2317221140410148,1.0315062030626427,118306.60328245525,123578.0,5271.396717544747,4.455707941305158,27866.75293422463,22627.0,-5239.752934224631,-18.80288294295463,505.6437833201162,474.0,-31.6437833201162,6632.0,116946.0,1618.0,21009.0,80.65681064259728,84.25064255960294,18.998461220914127,15.426202796583013,116946.0,21009.0,95937.0
24,5818.0,5818.0,0.0,0.0,1522.0,1522.0,0.0,0.0,140794.0,140794.0,0.0,5818.0,0.0,1522.0,0.0,3.92752507864501,3.92752507864501,1.0274481212955837,1.0274481212955837,131245.0,131245.0,0.0,0.0,13892.999999999998,13893.0,1.8189894035458565e-12,1.3092848222456321e-14,359.0000000000018,359.0,-1.8189894035458565e-12,5818.0,125427.0,1522.0,12371.0,90.20460902973944,90.20460902973944,9.54865048763892,9.54865048763892,125427.0,12371.0,113056.0
25,5018.049955772531,5207.0,188.95004422746933,3.7654077957137515,1753.3324532990903,1678.0,-75.33245329909028,-4.296529911218142,104923.61759092838,104810.0,-113.61759092837747,5207.0,0.0,1678.0,0.0,4.492636157189248,4.661802229285106,1.569750170821514,1.50230538520077,86194.2409598694,91383.0,5188.759040130593,6.019844228973943,21864.07525482709,16743.0,-5121.07525482709,-23.42232724293461,332.6837853035031,265.0,-67.6837853035031,5207.0,86176.0,1678.0,15065.0,79.52158478090377,84.30866031312563,20.171485875051516,15.446854443634619,86176.0,15065.0,71111.0
26,4351.0,4351.0,0.0,0.0,1509.0,1509.0,0.0,0.0,121858.0,121858.0,0.0,4351.0,0.0,1509.0,0.0,3.406724189229396,3.406724189229396,1.1815092625941528,1.1815092625941528,78644.0,78644.0,0.0,0.0,23618.0,23618.0,0.0,0.0,313.0,313.0,0.0,4351.0,74293.0,1509.0,22109.0,76.66975383865464,76.66975383865464,23.025103582744332,23.025103582744332,74293.0,22109.0,52184.0
27,1635.0000000000002,1635.0,-2.2737367544323206e-13,-1.390664681609982e-14,5416.0,5416.0,0.0,0.0,130829.0,130829.0,0.0,1635.0,0.0,5416.0,0.0,1.1858137510879025,1.1858137510879025,3.9280533797505077,3.9280533797505077,4023.9999999999995,4024.0,4.547473508864641e-13,1.1300878501154676e-14,128023.0,128023.0,0.0,0.0,236.0,236.0,0.0,1635.0,2389.0,5416.0,122607.0,3.041963064036951,3.041963064036951,96.77963154751555,96.77963154751555,2389.0,122607.0,-120218.0
28,5050.0,5050.0,0.0,0.0,1871.0000000000005,1871.0,-4.547473508864641e-13,-2.4305042805262638e-14,139379.0,139379.0,0.0,5050.0,0.0,1871.0,0.0,3.4518113465481886,3.4518113465481886,1.2788790157211212,1.2788790157211212,91716.0,91716.0,0.0,0.0,29284.0,29284.0,0.0,0.0,396.0,396.0,0.0,5050.0,86666.0,1871.0,27413.0,75.55108899799005,75.55108899799005,24.122705855217635,24.122705855217635,86666.0,27413.0,59253.0
29,3955.863071202369,4464.0,508.13692879763084,12.845159694650013,1025.0849375646926,692.0,-333.0849375646926,-32.4933988744393,75180.05199123293,75005.0,-175.05199123293278,4464.0,0.0,692.0,0.0,4.934897358069846,5.568792804480982,1.2787826219292333,0.8632626838487544,66629.82085480292,74854.0,8224.179145197078,12.343090585698684,12332.104376384033,4165.0,-8167.1043763840335,-66.22636435046746,231.074768813045,174.0,-57.07476881304501,4464.0,70390.0,692.0,3473.0,84.1359979478021,94.52098038968091,15.57221519122149,5.259303221244302,70390.0,3473.0,66917.0
30,4536.606136622914,5343.0,806.3938633770858,17.77526721721035,668.6566914226794,634.0,-34.65669142267939,-5.183032169907918,82319.7371719544,81548.0,-771.7371719544026,5343.0,0.0,634.0,0.0,5.183211809909071,6.104541559554414,0.7639608013969487,0.7243644672950585,78030.454934867,81026.0,2995.545065133003,3.83894348384028,6193.75638278083,3066.0,-3127.75638278083,-50.498537389624474,176.78868235217305,309.0,132.21131764782695,5343.0,75683.0,634.0,2432.0,92.45205025398631,96.00123221288848,7.338486964349747,3.6326583808248722,75683.0,2432.0,73251.0
31,1920.519828003151,2956.0,1035.480171996849,53.91666135899693,614.8589855879637,1246.0,631.1410144120363,102.6480915471216,41315.62118640889,39649.0,-1666.621186408891,2956.0,0.0,1246.0,0.0,4.379648874605256,6.741009327039292,1.4021549921050003,2.841440332033477,37257.73638716359,35174.0,-2083.73638716359,-5.592761636161824,6462.577391801144,8548.0,2085.4226081988563,32.26920904412785,120.6862210352665,119.0,-1.6862210352664988,2956.0,32218.0,1246.0,7302.0,84.98377406346476,80.23083415068088,14.74094430282417,19.49773043498095,32218.0,7302.0,24916.0
32,4133.765074341017,4557.0,423.23492565898323,10.238485207736513,2076.6844579237872,1684.0,-392.68445792378725,-18.909201945700623,147169.55046773521,147139.0,-30.550467735214625,4557.0,0.0,1684.0,0.0,2.695113492203036,2.9710522884339547,1.353947358145643,1.0979267179554049,87189.48252441506,89415.0,2225.517475584944,2.5525068060379277,62461.78586974148,60282.0,-2179.7858697414777,-3.4897911409181095,435.73160584346624,390.0,-45.73160584346624,4557.0,84858.0,1684.0,58598.0,58.092627958727306,59.57544624118012,41.61705268926787,40.16470447140658,84858.0,58598.0,26260.0
33,12685.309099826312,12008.0,-677.3090998263124,-5.339318849042362,4458.880081071384,6533.0,2074.1199189286162,46.51661137363992,280864.8108191023,279468.0,-1396.8108191022766,12008.0,0.0,6533.0,0.0,4.256686576521619,4.029408507796744,1.4962232956291197,2.192215671338785,219972.4154076899,211234.0,-8738.4154076899,-3.972505094102093,65570.98284881549,74431.0,8860.017151184511,13.512100575970798,1058.6017434946116,937.0,-121.60174349461158,12008.0,199226.0,6533.0,67898.0,76.75187730988964,73.70290507393528,22.878759690726337,25.97016071067194,199226.0,67898.0,131328.0
34,8794.607885776713,8103.0,-691.6078857767134,-7.863999108990777,5793.618001685235,5302.0,-491.61800168523496,-8.485509426790552,366774.774112538,367958.0,1183.225887461973,8103.0,0.0,5302.0,0.0,2.3060988836821386,2.1247472880169287,1.5191872315052155,1.390276455765242,172926.47846677146,168949.0,-3977.4784667714557,-2.300097996580521,186891.84055799726,190989.0,4097.1594420027395,2.1922623426308903,1104.6809752312838,985.0,-119.68097523128381,8103.0,160846.0,5302.0,185687.0,47.91229111660145,46.81026146851268,51.781637789222984,52.91682713487364,160846.0,185687.0,-24841.0
35,7470.535917227051,7251.0,-219.53591722705096,-2.938690338410679,4574.3045491483,4464.0,-110.30454914829988,-2.4113949555203478,273335.15953362465,273665.0,329.8404663753463,7251.0,0.0,4464.0,0.0,2.6177503389260113,2.54082276263228,1.6028819640999017,1.5642301492746515,136347.35885101603,133965.0,-2382.3588510160334,-1.7472717264873376,144306.1578092634,146819.0,2512.8421907366137,1.7413270707809725,738.4833397205803,608.0,-130.48333972058026,7251.0,126714.0,4464.0,142355.0,48.45459673729745,47.607963268323196,51.28296391129221,52.17596804457838,126714.0,142355.0,-15641.0
36,7729.090923012137,7283.0,-446.09092301213695,-5.771583326623475,5418.042942380241,5279.0,-139.04294238024067,-2.5662945801451453,340632.86613460764,341218.0,585.1338653923594,7283.0,0.0,5279.0,0.0,2.184716751374339,2.058624003618068,1.5314723676805475,1.492170275312341,145078.1071905764,144905.0,-173.10719057641109,-0.11931999522782258,203261.09055876543,203438.0,176.90944123457302,0.0870355662996043,821.8022506581619,818.0,-3.802250658161938,7283.0,137622.0,5279.0,198159.0,41.55049022960079,41.50091218664169,58.21414492419412,58.26481193489536,137622.0,198159.0,-60537.0
37,2870.340567700693,2674.0,-196.3405677006931,-6.840323058178881,426.66159175518266,680.0,253.33840824481734,59.37689568040197,51112.99784054412,51056.0,-56.99784054412157,2674.0,0.0,680.0,0.0,5.275391596582785,4.914537768792501,0.7841602495041033,1.2497702628193348,42928.461760850754,42632.0,-296.4617608507542,-0.690594884350403,11269.826347331675,11503.0,233.1736526683253,2.069008390031965,161.7118918175711,225.0,63.288108182428914,2674.0,39958.0,680.0,10823.0,78.97068020759889,78.42531272994849,20.731836547703598,21.160779985283295,39958.0,10823.0,29135.0
38,996.1130130722988,1080.0,83.88698692770117,8.421432691554706,75.72041107611791,79.0,3.2795889238820877,4.331182143986623,14649.166575851583,14562.0,-87.16657585158282,1080.0,0.0,79.0,0.0,6.336193709511474,6.869791997964506,0.4816513649012017,0.5025125628140703,15513.532257504625,15596.0,82.4677424953752,0.5315858511557333,165.65859417838652,79.0,-86.65859417838652,-52.31155957116825,41.80914831698868,46.0,4.190851683011317,1080.0,14516.0,79.0,0.0,98.68031459515696,99.20488518542078,1.0537408191488233,0.5025125628140703,14516.0,0.0,14516.0
39,10833.551703576346,9952.0,-881.551703576346,-8.137236316371945,6591.30090446189,6049.0,-542.3009044618902,-8.227524616495465,415266.1473919618,416690.0,1423.852608038229,9952.0,0.0,6049.0,0.0,2.5037617384175648,2.3000247289636255,1.5233274795320195,1.3979953361636825,195772.6499944611,194766.0,-1006.6499944610987,-0.5141933740436059,230128.30693321448,231236.0,1107.6930667855195,0.48133716427461615,1034.0430723244208,933.0,-101.04307232442079,9952.0,184814.0,6049.0,225187.0,45.855376109820256,45.619590804220785,53.9024223671553,54.16187475845269,184814.0,225187.0,-40373.0
