District_Type,Comparison,Total_Districts,Districts_Where_Dem_Change_Larger,Districts_Where_Rep_Change_Larger,Districts_Where_Equal,Total_Net_Republican_Change,Total_Net_Democrat_Change,Pct_Districts_Dem_Larger,Pct_Districts_Rep_Larger
State Senate Districts (SD),NEWSD to 2026_SD,31,13,16,2,-72951.20152349208,73089.74038635963,41.935483870967744,51.61290322580645
