COUNTY,2026_HD,Republican_Count,Democrat_Count,Other_Count,Total_Count,Republican_Pct,Democrat_Pct,Other_Pct
BROWN,144.0,149,6,2171,2326,6.405846947549441,0.2579535683576956,93.33619948409286
BROWN,147.0,31,1,569,601,5.158069883527454,0.16638935108153077,94.67554076539102
BURLESON,54.0,451,68,7275,7794,5.786502437772645,0.8724659994867847,93.34103156274057
BURLESON,55.0,283,43,5738,6064,4.66688654353562,0.7091029023746702,94.62401055408971
BURNET,19.0,2256,332,36711,39299,5.74060408661798,0.8448052113285325,93.41459070205349
CALDWELL,128.0,125,121,2731,2977,4.198857910648304,4.064494457507558,91.73664763184414
CALDWELL,129.0,12,4,981,997,1.2036108324974923,0.4012036108324975,98.39518555667
CALDWELL,130.0,76,63,3414,3553,2.13903743315508,1.7731494511680272,96.0878131156769
CALDWELL,131.0,15,36,1300,1351,1.1102886750555145,2.6646928201332347,96.22501850481126
CALDWELL,133.0,20,11,966,997,2.0060180541624875,1.103309929789368,96.89067201604814
CALDWELL,134.0,98,18,1433,1549,6.326662362814719,1.1620400258231116,92.51129761136217
CALDWELL,135.0,26,1,625,652,3.9877300613496933,0.15337423312883436,95.85889570552148
CALDWELL,141.0,125,76,3655,3856,3.2417012448132785,1.970954356846473,94.78734439834025
CALDWELL,142.0,96,19,2323,2438,3.937653814602133,0.7793273174733388,95.28301886792453
CALDWELL,143.0,73,39,1233,1345,5.4275092936802976,2.899628252788104,91.67286245353161
CALDWELL,144.0,74,43,3723,3840,1.9270833333333335,1.1197916666666667,96.953125
CALDWELL,145.0,143,34,2555,2732,5.234260614934114,1.2445095168374818,93.5212298682284
CALDWELL,149.0,28,15,849,892,3.1390134529147984,1.6816143497757847,95.17937219730942
CALHOUN,32.0,255,31,3894,4180,6.100478468899522,0.7416267942583732,93.15789473684211
CALHOUN,34.0,356,52,8675,9083,3.919409886601343,0.5724980733237917,95.50809204007487
CALLAHAN,7.0,679,18,9753,10450,6.497607655502392,0.17224880382775118,93.33014354066985
CAMERON,21.0,432,1535,66550,68517,0.6305004597399186,2.2403199206036457,97.12917961965644
CAMERON,22.0,870,3554,165567,169991,0.5117918007423923,2.090698919354554,97.39750927990305
CAMP,120.0,131,16,2016,2163,6.056403143781785,0.7397133610725843,93.20388349514563
CAMP,122.0,52,23,1841,1916,2.7139874739039667,1.2004175365344467,96.08559498956159
CAMP,123.0,327,42,4000,4369,7.484550240329595,0.9613183794918746,91.55413138017853
CARSON,62.0,288,4,4007,4299,6.699232379623169,0.09304489416143288,93.20772272621541
CASS,1.0,1291,73,20498,21862,5.905223675784466,0.3339127252767359,93.7608635989388
CASTRO,129.0,11,0,223,234,4.700854700854701,0.0,95.2991452991453
CASTRO,140.0,18,3,746,767,2.346805736636245,0.3911342894393742,97.26205997392438
CASTRO,141.0,13,1,981,995,1.306532663316583,0.10050251256281408,98.5929648241206
CASTRO,142.0,28,3,725,756,3.7037037037037033,0.3968253968253968,95.8994708994709
CASTRO,144.0,75,11,736,822,9.124087591240876,1.338199513381995,89.53771289537713
CASTRO,145.0,11,3,114,128,8.59375,2.34375,89.0625
CHAMBERS,12.0,1124,60,16159,17343,6.481000980222568,0.3459609064175748,93.17303811335985
CHAMBERS,14.0,1253,66,18494,19813,6.324130621309242,0.3331146217130167,93.34275475697774
CHEROKEE,128.0,174,5,1761,1940,8.969072164948454,0.25773195876288657,90.77319587628865
CHEROKEE,134.0,260,24,3877,4161,6.248497957221821,0.5767844268204758,93.1747176159577
CHEROKEE,142.0,92,23,2787,2902,3.1702274293590627,0.7925568573397657,96.03721571330117
CHEROKEE,143.0,117,10,1252,1379,8.484408992023205,0.7251631617113851,90.7904278462654
CHEROKEE,145.0,626,55,6617,7298,8.57769251849822,0.7536311318169361,90.66867634968484
CHEROKEE,146.0,249,17,2177,2443,10.192386410151453,0.6958657388456815,89.11174785100286
CHEROKEE,147.0,665,73,10141,10879,6.112694181450501,0.6710175567607317,93.21628826178878
CHEROKEE,148.0,59,14,1228,1301,4.534973097617217,1.0760953112990008,94.38893159108378
CHILDRESS,85.0,276,4,3526,3806,7.251707829742513,0.10509721492380451,92.64319495533368
CLAY,35.0,124,0,2374,2498,4.963971176941554,0.0,95.03602882305844
CLAY,36.0,130,4,1475,1609,8.079552517091361,0.2486016159105034,91.67184586699814
CLAY,39.0,98,5,1274,1377,7.116920842411038,0.36310820624546114,92.5199709513435
CLAY,40.0,51,0,522,573,8.900523560209423,0.0,91.09947643979058
CLAY,41.0,160,4,2089,2253,7.101642254771416,0.17754105636928538,92.7208166888593
COCHRAN,62.0,62,2,1614,1678,3.6948748510131106,0.11918951132300357,96.18593563766389
COKE,72.0,172,3,2273,2448,7.026143790849673,0.12254901960784313,92.85130718954248
COLEMAN,33.0,622,16,5519,6157,10.10232255968816,0.25986681825564395,89.6378106220562
COLLIN,126.0,439,240,12807,13486,3.2552276434821295,1.7796233130654011,94.96514904345247
COLLIN,127.0,131,34,5597,5762,2.273516140229087,0.5900728913571677,97.13641096841374
COLLIN,128.0,722,330,23592,24644,2.9297192014283397,1.3390683330628146,95.73121246550885
COLLIN,129.0,445,206,15936,16587,2.6828238982335564,1.2419364562609272,96.07523964550552
COLLIN,130.0,663,286,20169,21118,3.1395018467657922,1.354294914291126,95.50620323894307
COLLIN,131.0,218,67,7634,7919,2.75287283747948,0.846066422528097,96.40106073999243
COLLIN,132.0,385,183,11539,12107,3.179978524820352,1.5115222598496738,95.30849921532997
COLLIN,133.0,441,204,14871,15516,2.842227378190255,1.3147718484145399,95.8430007733952
COLLIN,134.0,2967,1150,96604,100721,2.9457610627376614,1.1417678537742872,95.91247108348804
COLLIN,137.0,144,28,5911,6083,2.3672530001643923,0.46029919447640966,97.1724478053592
COLLIN,138.0,808,341,24397,25546,3.1629217881468725,1.3348469427699052,95.50223126908323
COLLIN,139.0,1071,381,32211,33663,3.1815346225826575,1.1318064343641387,95.6866589430532
COLLIN,140.0,432,202,12031,12665,3.410975128306356,1.5949467035136202,94.99407816818002
COLLIN,141.0,678,345,28902,29925,2.2656641604010024,1.1528822055137844,96.58145363408521
COLLIN,142.0,1193,488,36258,37939,3.1445214686733967,1.2862753367247424,95.56920319460185
COLLIN,143.0,2015,841,51867,54723,3.6821811669681854,1.5368309485956544,94.78098788443616
COLLIN,144.0,817,316,25691,26824,3.0457798985982705,1.1780495079033702,95.77617059349835
COLLIN,145.0,3654,1675,120658,125987,2.900299237222888,1.329502250232167,95.77019851254495
COLLIN,146.0,1351,593,44031,45975,2.9385535617183254,1.289831430125068,95.7716150081566
COLLIN,147.0,2824,1259,94631,98714,2.860789756265575,1.275401665417266,95.86380857831716
COLLIN,148.0,760,271,18236,19267,3.9445684330720923,1.4065500596875486,94.64888150724036
COLLIN,150.0,545,211,15843,16599,3.283330321103681,1.2711609133080306,95.4455087655883
COLLINGSWORTH,71.0,186,3,1700,1889,9.846479618845951,0.15881418740074113,89.9947061937533
COLORADO,82.0,1110,88,13625,14823,7.48836267961951,0.5936719962220873,91.9179653241584
COMAL,73.0,6910,1310,135797,144017,4.798044675281391,0.9096148371372823,94.29234048758133
COMANCHE,13.0,494,21,6617,7132,6.926528323051037,0.2944475602916433,92.77902411665731
COMANCHE,56.0,239,7,2679,2925,8.17094017094017,0.23931623931623933,91.58974358974359
CONCHO,129.0,18,3,381,402,4.477611940298507,0.7462686567164178,94.77611940298507
CONCHO,134.0,3,0,140,143,2.097902097902098,0.0,97.9020979020979
CONCHO,138.0,7,1,117,125,5.6000000000000005,0.8,93.60000000000001
CONCHO,140.0,14,0,241,255,5.490196078431373,0.0,94.50980392156862
CONCHO,141.0,76,0,556,632,12.025316455696203,0.0,87.9746835443038
CONCHO,143.0,6,1,107,114,5.263157894736842,0.8771929824561403,93.85964912280701
CONCHO,145.0,17,1,111,129,13.178294573643413,0.7751937984496124,86.04651162790698
COOKE,68.0,1547,96,28617,30260,5.112359550561798,0.3172504957038995,94.5703899537343
CORYELL,59.0,1816,222,45070,47108,3.8549715547253123,0.4712575358750106,95.67377090939968
COTTLE,69.0,130,4,861,995,13.06532663316583,0.4020100502512563,86.53266331658291
CRANE,5.0,237,2,2438,2677,8.853193873739261,0.0747104968248039,91.07209562943594
CROCKETT,60.0,72,36,2188,2296,3.1358885017421603,1.5679442508710801,95.29616724738676
CROSBY,12.0,114,5,1848,1967,5.795627859684799,0.2541942043721403,93.95017793594306
CROSBY,14.0,63,3,1603,1669,3.7747153984421806,0.17974835230677053,96.04553624925106
CULBERSON,74.0,4,296,1404,1704,0.2347417840375587,17.370892018779344,82.3943661971831
DALLAM,68.0,116,2,2751,2869,4.043220634367375,0.06971070059254096,95.88706866504009
DALLAS,100.0,251,2808,87195,90254,0.2781040175504687,3.111219447337514,96.61067653511202
DALLAS,102.0,1514,2181,90117,93812,1.613866029932205,2.3248624909393256,96.06127147912848
DALLAS,103.0,681,2242,91531,94454,0.7209858767230609,2.3736421962013257,96.9053719270756
DALLAS,104.0,667,1453,87163,89283,0.7470627107064054,1.6274094732479867,97.6255278160456
DALLAS,105.0,1326,1051,80919,83296,1.5919131771033423,1.261765270841337,97.14632155205533
DALLAS,107.0,1077,1291,81439,83807,1.2850955170809122,1.5404441156466644,97.17446036727242
DALLAS,108.0,5170,4749,137157,147076,3.515189425875058,3.2289428594740133,93.25586771465093
DALLAS,109.0,834,5653,110318,116805,0.7140105303711314,4.839690081760199,94.44629938786868
DALLAS,110.0,183,2311,84967,87461,0.209236116669144,2.6423205771715397,97.14844330615932
DALLAS,111.0,957,6395,105041,112393,0.851476515441353,5.689856129830149,93.4586673547285
DALLAS,112.0,3936,3296,124591,131823,2.9858218975444344,2.500322402008754,94.51385570044681
DALLAS,113.0,1785,2312,103396,107493,1.6605732466300132,2.150837728968398,96.1885890244016
DALLAS,114.0,1199,3753,115306,120258,0.9970230670724609,3.120790300853166,95.88218663207438
DALLAS,115.0,2179,2069,109319,113567,1.9186911690896122,1.8218320462810498,96.25947678462934
DAWSON,5.0,171,1,1753,1925,8.883116883116884,0.05194805194805195,91.06493506493506
DAWSON,6.0,249,2,4613,4864,5.119243421052631,0.041118421052631575,94.83963815789474
DE WITT,13.0,713,38,10639,11390,6.259877085162422,0.33362598770851626,93.40649692712906
DEAF SMITH,31.0,521,15,8241,8777,5.935969009912271,0.17090121909536288,93.89312977099237
DELTA,13.0,390,9,3721,4120,9.466019417475728,0.2184466019417476,90.31553398058253
DENTON,57.0,3964,1305,129931,135200,2.9319526627218937,0.9652366863905325,96.10281065088758
DENTON,63.0,3563,1518,126652,131733,2.7047133216430206,1.1523308510396029,96.14295582731738
DENTON,64.0,3375,1263,87771,92409,3.6522416647729115,1.3667499918839074,94.98100834334318
DENTON,65.0,4378,1541,146022,151941,2.88138158890622,1.0142094628836191,96.10440894821016
DENTON,106.0,3968,1304,146793,152065,2.6094104494788413,0.8575280307763127,96.53306151974485
DENTON,119.0,0,0,1,1,0.0,0.0,100.0
DICKENS,19.0,148,5,1285,1438,10.292072322670375,0.34770514603616137,89.36022253129346
DIMMIT,64.0,13,933,5720,6666,0.19501950195019502,13.996399639963997,85.8085808580858
DONLEY,71.0,75,7,2328,2410,3.112033195020747,0.29045643153526973,96.59751037344398
DUVAL,21.0,13,919,7118,8050,0.16149068322981366,11.416149068322982,88.4223602484472
EASTLAND,7.0,886,22,11656,12564,7.051894301177969,0.17510347023241007,92.77300222858962
ECTOR,128.0,33,1,2148,2182,1.5123739688359303,0.045829514207149404,98.44179651695693
ECTOR,129.0,50,5,4173,4228,1.1825922421948913,0.11825922421948912,98.69914853358563
ECTOR,130.0,77,14,4826,4917,1.5659955257270695,0.2847264592231035,98.14927801504982
ECTOR,131.0,14,27,2237,2278,0.6145741878841089,1.1852502194907815,98.2001755926251
ECTOR,133.0,161,23,4742,4926,3.268371904181892,0.4669102720259845,96.26471782379213
ECTOR,134.0,204,11,3166,3381,6.033717834960071,0.3253475303164744,93.64093463472345
ECTOR,135.0,9,2,699,710,1.267605633802817,0.28169014084507044,98.45070422535211
ECTOR,137.0,32,6,1944,1982,1.6145307769929365,0.30272452068617556,98.0827447023209
ECTOR,138.0,95,5,4496,4596,2.067014795474326,0.10879025239338555,97.82419495213229
ECTOR,139.0,12,0,221,233,5.150214592274678,0.0,94.84978540772532
ECTOR,140.0,21,9,2291,2321,0.904782421370099,0.3877638948728996,98.707453683757
ECTOR,141.0,384,28,11305,11717,3.277289408551677,0.23896901937355977,96.48374157207476
ECTOR,142.0,522,34,12313,12869,4.056259227601212,0.26420079260237783,95.67953997979642
ECTOR,143.0,225,17,6937,7179,3.134141245298788,0.23680178297813068,96.62905697172309
ECTOR,144.0,125,26,5634,5785,2.16076058772688,0.44943820224719105,97.38980121002592
ECTOR,145.0,581,30,7116,7727,7.519088909020319,0.38824899702342436,92.09266209395625
ECTOR,146.0,8,35,2936,2979,0.26854649211144677,1.1748909029875798,98.55656260490098
ECTOR,147.0,38,4,994,1036,3.667953667953668,0.3861003861003861,95.94594594594594
ECTOR,148.0,30,1,1098,1129,2.657218777679362,0.08857395925597875,97.25420726306466
ECTOR,150.0,110,9,4495,4614,2.3840485478977027,0.1950585175552666,97.42089293454703
EDWARDS,31.0,139,5,1355,1499,9.272848565710474,0.333555703802535,90.393595730487
EL PASO,33.0,301,1107,33618,35026,0.8593616170844516,3.1605093359218865,95.98012904699365
EL PASO,61.0,378,1564,83234,85176,0.4437869822485207,1.8361979900441436,97.72001502770735
EL PASO,66.0,399,2076,69126,71601,0.5572547869443164,2.8994008463568943,96.54334436669879
EL PASO,67.0,700,2478,118422,121600,0.575657894736842,2.0378289473684212,97.38651315789474
EL PASO,70.0,609,2756,103725,107090,0.568680549070875,2.573536277897096,96.85778317303203
EL PASO,89.0,730,2472,99998,103200,0.7073643410852714,2.395348837209302,96.89728682170544
ELLIS,126.0,179,84,6888,7151,2.5031464130890786,1.1746608865892882,96.32219270032164
ELLIS,127.0,560,115,11651,12326,4.543241927632646,0.9329871815674184,94.52377089079992
ELLIS,128.0,207,21,3936,4164,4.971181556195965,0.5043227665706052,94.52449567723343
ELLIS,129.0,526,100,12944,13570,3.876197494473103,0.7369196757553427,95.38688282977155
ELLIS,130.0,144,43,3384,3571,4.032483898067768,1.2041444973396809,94.76337160459255
ELLIS,131.0,311,89,7893,8293,3.7501507295309295,1.0731942602194622,95.17665501024962
ELLIS,132.0,378,198,12941,13517,2.796478508544795,1.4648220759044166,95.73869941555078
ELLIS,134.0,59,17,2110,2186,2.6989935956084175,0.777676120768527,96.52333028362305
ELLIS,138.0,166,29,6933,7128,2.3288439955106623,0.4068462401795735,97.26430976430976
ELLIS,139.0,1,2,174,177,0.5649717514124294,1.1299435028248588,98.30508474576271
ELLIS,140.0,218,146,9160,9524,2.2889542209155818,1.5329693406131877,96.17807643847122
ELLIS,141.0,414,157,13207,13778,3.004790245318624,1.1394977500362897,95.85571200464508
ELLIS,142.0,440,63,7265,7768,5.664263645726056,0.8110195674562307,93.52471678681772
ELLIS,143.0,127,21,2535,2683,4.733507267983601,0.7827059262020127,94.48378680581439
ELLIS,144.0,620,80,10696,11396,5.440505440505441,0.7020007020007021,93.85749385749385
ELLIS,145.0,190,52,3668,3910,4.859335038363171,1.329923273657289,93.81074168797954
ELLIS,146.0,299,67,9149,9515,3.1424067262217554,0.7041513399894903,96.15344193378876
ELLIS,148.0,189,75,3624,3888,4.861111111111112,1.9290123456790123,93.20987654320987
ELLIS,149.0,481,80,10440,11001,4.372329788201073,0.72720661758022,94.9004635942187
ELLIS,150.0,130,25,2044,2199,5.911778080945885,1.1368804001819008,92.95134151887221
ERATH,77.0,636,34,7969,8639,7.361963190184049,0.3935640699154995,92.24447273990044
ERATH,78.0,1511,67,15831,17409,8.679418691481418,0.38485840657131365,90.93572290194727
FALLS,81.0,364,75,10154,10593,3.436231473614651,0.7080147267063155,95.85575379967904
FANNIN,32.0,630,47,9806,10483,6.009730039110941,0.44834493942573694,93.54192502146333
FANNIN,34.0,855,49,13595,14499,5.896958410924891,0.33795434167873645,93.76508724739637
FAYETTE,85.0,1801,141,16456,18398,9.789107511686053,0.7663876508316121,89.44450483748233
FISHER,13.0,117,19,2586,2722,4.298310066127847,0.698016164584864,95.00367376928729
FLOYD,83.0,121,0,906,1027,11.781888997078871,0.0,88.21811100292113
FLOYD,84.0,233,5,2400,2638,8.832448824867324,0.18953752843062927,90.97801364670205
FOARD,86.0,52,7,749,808,6.435643564356436,0.8663366336633664,92.69801980198021
FORT BEND,26.0,4351,1509,121858,127718,3.406724189229396,1.1815092625941528,95.41176654817644
FORT BEND,27.0,1635,5416,130829,137880,1.1858137510879025,3.9280533797505077,94.88613286916159
FORT BEND,28.0,5050,1871,139379,146300,3.4518113465481886,1.2788790157211212,95.26930963773069
FORT BEND,76.0,2448,2205,119056,123709,1.9788374330081078,1.7824087172315677,96.23875384976033
FORT BEND,85.0,578,375,19202,20155,2.8677747457206646,1.8605805011163483,95.27164475316299
FRANKLIN,17.0,557,34,7044,7635,7.295350360183366,0.4453176162409954,92.25933202357564
FREESTONE,25.0,741,59,9221,10021,7.394471609619798,0.5887635964474603,92.01676479393274
FREESTONE,29.0,156,26,3247,3429,4.549431321084865,0.758238553514144,94.69233012540099
FRIO,36.0,36,91,2841,2968,1.2129380053908356,3.0660377358490565,95.72102425876011
FRIO,39.0,10,342,2774,3126,0.3198976327575176,10.9404990403071,88.73960332693538
FRIO,40.0,18,142,1097,1257,1.431980906921241,11.296738265712012,87.27128082736675
FRIO,41.0,19,132,2035,2186,0.869167429094236,6.038426349496798,93.09240622140896
GAINES,9.0,583,11,9907,10501,5.551852204551948,0.1047519283877726,94.34339586706028
GALVESTON,23.0,3046,1379,93788,98213,3.1014224186207526,1.4040911081017788,95.49448647327748
GALVESTON,24.0,5818,1522,140794,148134,3.92752507864501,1.0274481212955837,95.0450268000594
GARZA,13.0,227,6,2419,2652,8.559577677224736,0.22624434389140274,91.21417797888385
GILLESPIE,128.0,278,15,1990,2283,12.176960140166447,0.657030223390276,87.16600963644328
GILLESPIE,134.0,65,10,832,907,7.166482910694598,1.1025358324145533,91.73098125689086
GILLESPIE,137.0,47,1,379,427,11.00702576112412,0.234192037470726,88.75878220140515
GILLESPIE,141.0,332,27,2590,2949,11.258053577483892,0.9155645981688708,87.82638182434724
GILLESPIE,143.0,511,50,3499,4060,12.586206896551724,1.2315270935960592,86.18226600985221
GILLESPIE,145.0,857,105,7900,8862,9.670503272399007,1.1848341232227488,89.14466260437824
GILLESPIE,147.0,139,28,1557,1724,8.062645011600928,1.6241299303944314,90.31322505800465
GILLESPIE,150.0,51,16,651,718,7.103064066852367,2.2284122562674096,90.66852367688021
GLASSCOCK,9.0,146,2,696,844,17.298578199052134,0.23696682464454977,82.46445497630332
GOLIAD,3.0,40,5,634,679,5.89101620029455,0.7363770250368188,93.37260677466863
GOLIAD,15.0,186,5,1107,1298,14.329738058551616,0.3852080123266564,85.28505392912173
GOLIAD,16.0,346,21,3102,3469,9.974055923897376,0.6053617757278754,89.42058230037475
GOLIAD,18.0,44,2,356,402,10.945273631840797,0.4975124378109453,88.55721393034825
GONZALES,23.0,962,42,12201,13205,7.285119273002651,0.31806134040136314,92.39681938659598
GRAY,87.0,922,6,11423,12351,7.464982592502631,0.048579062424095217,92.48643834507327
GRAYSON,62.0,4743,502,95136,100381,4.724997758539963,0.5000946394237953,94.77490760203624
GREGG,12.0,1008,429,20953,22390,4.5020098258150965,1.916033943724877,93.58195623046002
GREGG,14.0,2185,358,51466,54009,4.045622025958637,0.6628524875483716,95.29152548649299
GRIMES,32.0,353,58,7980,8391,4.206888332737456,0.6912167798832083,95.10189488737933
GRIMES,34.0,701,51,11866,12618,5.555555555555555,0.40418449833571085,94.04025994610873
GUADALUPE,44.0,4587,1218,125178,130983,3.5019811731293373,0.9298916653306155,95.56812716154005
HALE,126.0,59,2,630,691,8.5383502170767,0.2894356005788712,91.17221418234442
HALE,128.0,39,1,997,1037,3.7608486017357765,0.09643201542912247,96.14271938283511
HALE,129.0,16,0,429,445,3.5955056179775284,0.0,96.40449438202248
HALE,130.0,35,1,953,989,3.5389282103134483,0.10111223458038424,96.35995955510617
HALE,131.0,74,3,1155,1232,6.0064935064935066,0.2435064935064935,93.75
HALE,133.0,14,0,328,342,4.093567251461988,0.0,95.90643274853801
HALE,134.0,136,2,3396,3534,3.8483305036785516,0.056593095642331635,96.09507640067912
HALE,135.0,121,5,1013,1139,10.623353819139595,0.4389815627743635,88.93766461808605
HALE,137.0,60,4,861,925,6.486486486486487,0.43243243243243246,93.08108108108108
HALE,138.0,91,8,1196,1295,7.027027027027027,0.6177606177606177,92.35521235521236
HALE,140.0,77,9,1914,2000,3.85,0.44999999999999996,95.7
HALE,141.0,52,5,1623,1680,3.0952380952380953,0.2976190476190476,96.60714285714286
HALE,142.0,16,3,1254,1273,1.2568735271013356,0.2356637863315004,98.50746268656717
HALE,143.0,5,0,154,159,3.1446540880503147,0.0,96.85534591194968
HALE,144.0,8,0,239,247,3.2388663967611335,0.0,96.76113360323887
HALE,145.0,10,0,866,876,1.141552511415525,0.0,98.85844748858447
HALE,150.0,33,0,344,377,8.753315649867375,0.0,91.24668435013263
HALL,13.0,78,6,1806,1890,4.1269841269841265,0.31746031746031744,95.55555555555556
HAMILTON,64.0,561,25,5694,6280,8.93312101910828,0.3980891719745223,90.6687898089172
HANSFORD,62.0,375,2,2633,3010,12.458471760797343,0.0664451827242525,87.47508305647841
HARDEMAN,12.0,88,5,2302,2395,3.674321503131524,0.20876826722338201,96.11691022964509
HARDIN,58.0,1383,72,41758,43213,3.2004257977923314,0.16661652743387406,96.63295767477379
HARRIS,126.0,3830,1432,121560,126822,3.019980760435886,1.1291416315781173,95.85087760798599
HARRIS,127.0,4658,1757,138720,145135,3.209425707100286,1.2105970303510525,95.57997726254867
HARRIS,128.0,3281,922,109823,114026,2.8774139231403364,0.8085875151281288,96.31399856173154
HARRIS,129.0,3541,2043,130642,136226,2.599356950949158,1.4997137110390086,95.90092933801184
HARRIS,130.0,3713,1106,132566,137385,2.7026240128107144,0.8050369399861703,96.49233904720312
HARRIS,131.0,353,2854,89494,92701,0.3807941661902245,3.0787154399628913,96.5404903938469
HARRIS,132.0,2992,1408,137554,141954,2.1077250376882652,0.9918706059709483,96.90040435634079
