District_Type,Comparison,Total_Districts,Districts_Where_Dem_Change_Larger,Districts_Where_Rep_Change_Larger,Districts_Where_Equal,Total_Net_Republican_Change,Total_Net_Democrat_Change,Pct_Districts_Dem_Larger,Pct_Districts_Rep_Larger
House Districts (HD),NEWHD to 2026_HD,150,66,76,8,-31689.936748690845,31955.362970019138,44.0,50.66666666666667
