COUNTY,2026_CD,Republican_Count,Democrat_Count,Other_Count,Total_Count,Republican_Pct,Democrat_Pct,Other_Pct
MAVERICK,4.0,64,2824,33060,35948,0.17803493935684878,7.855791699120952,91.9661733615222
MCCULLOCH,35.0,344,9,2549,2902,11.853893866299105,0.31013094417643006,87.83597518952446
MCCULLOCH,37.0,235,5,2299,2539,9.255612445844822,0.19692792437967704,90.5474596297755
MCLENNAN,3.0,3670,820,93464,97954,3.746656593911428,0.8371276313371583,95.41621577475141
MCLENNAN,4.0,1258,280,38800,40338,3.1186474292230653,0.6941345629431306,96.1872180078338
MCLENNAN,32.0,1187,160,20204,21551,5.507865064266159,0.7424249454781681,93.74970999025567
MCMULLEN,1.0,59,1,583,643,9.17573872472784,0.15552099533437014,90.6687402799378
MEDINA,4.0,2232,281,36104,38617,5.77983789522749,0.7276588031177978,93.49250330165472
MENARD,13.0,259,3,1257,1519,17.050691244239633,0.19749835418038184,82.75181040157999
MIDLAND,11.0,4668,268,94339,99275,4.7020901536137,0.26995718962477966,95.02795265676151
MILAM,17.0,1488,122,15614,17224,8.639108221086856,0.7083139804923363,90.65257779842081
MILLS,19.0,634,10,2993,3637,17.431949408853452,0.27495188342040144,82.29309870772616
MITCHELL,6.0,315,5,4218,4538,6.941383869546056,0.11018069634200088,92.94843543411194
MONTAGUE,36.0,1096,29,14556,15681,6.989350168994324,0.18493718512849947,92.82571264587718
MONTGOMERY,16.0,18958,2234,425790,446982,4.241334102939268,0.4997964123834965,95.25886948467723
MONTGOMERY,23.0,436,26,8108,8570,5.087514585764294,0.3033838973162194,94.6091015169195
MOORE,21.0,292,2,6626,6920,4.219653179190751,0.028901734104046246,95.7514450867052
MOORE,35.0,389,3,2836,3228,12.050805452292442,0.09293680297397769,87.85625774473358
MORRIS,17.0,352,69,8580,9001,3.9106765914898345,0.7665814909454505,95.32274191756471
MOTLEY,28.0,116,1,736,853,13.599062133645957,0.11723329425556857,86.28370457209847
NACOGDOCHES,17.0,2580,333,37158,40071,6.438571535524444,0.8310249307479225,92.73040353372764
NAVARRO,6.0,1828,160,30978,32966,5.5451070800218405,0.48534854092094887,93.96954437905721
NEWTON,17.0,601,29,8874,9504,6.323653198653198,0.30513468013468015,93.37121212121212
NOLAN,27.0,436,21,8038,8495,5.132430841671572,0.2472042377869335,94.6203649205415
NUECES,16.0,3946,3076,209348,216370,1.8237278735499376,1.4216388593612792,96.75463326708879
NUECES,23.0,65,36,2755,2856,2.275910364145658,1.2605042016806722,96.46358543417367
OCHILTREE,31.0,463,4,4750,5217,8.874832279087599,0.07667241709794902,91.04849530381445
OLDHAM,11.0,146,1,1197,1344,10.863095238095239,0.0744047619047619,89.0625
ORANGE,3.0,2450,215,41170,43835,5.589141097296681,0.49047564731379034,93.92038325538952
ORANGE,4.0,344,23,6813,7180,4.79108635097493,0.3203342618384401,94.88857938718664
ORANGE,32.0,323,12,4994,5329,6.061174704447363,0.2251829611559392,93.7136423343967
PALO PINTO,17.0,1363,77,18956,20396,6.682682878995881,0.3775250049029222,92.93979211610119
PANOLA,1.0,1411,90,16406,17907,7.879600156363434,0.5025967498743509,91.61780309376222
PARKER,2.0,342,17,5572,5931,5.7663125948406675,0.28662957342775247,93.94705783173158
PARKER,7.0,1108,57,16693,17858,6.2045021838951735,0.3191846791354015,93.47631313696942
PARKER,8.0,200,8,3573,3781,5.289605924358636,0.21158423697434542,94.49880983866701
PARKER,9.0,683,34,11764,12481,5.47231792324333,0.2724140693854659,94.2552680073712
PARKER,18.0,1300,104,26008,27412,4.742448562673282,0.3793958850138625,94.87815555231286
PARKER,29.0,454,27,7404,7885,5.757767913760305,0.342422320862397,93.8998097653773
PARKER,36.0,595,45,8896,9536,6.239513422818792,0.47189597315436244,93.28859060402685
PARKER,38.0,2644,195,40125,42964,6.153989386463085,0.45386835490177824,93.39214225863513
PARMER,19.0,196,3,4371,4570,4.288840262582057,0.06564551422319474,95.64551422319475
PECOS,3.0,311,127,7908,8346,3.726335969326623,1.5216870357057273,94.75197699496765
POLK,17.0,2268,135,42130,44533,5.092852491410864,0.303145981631599,94.60400152695753
POTTER,13.0,2625,323,56883,59831,4.387357724256656,0.539853921879962,95.07278835386337
PRESIDIO,28.0,10,519,3915,4444,0.22502250225022502,11.678667866786679,88.0963096309631
RAINS,4.0,611,42,8766,9419,6.486888204692642,0.4459072088332095,93.06720458647415
RANDALL,13.0,5883,347,94131,100361,5.861838762068931,0.34575183587250025,93.79240940205857
REAGAN,6.0,65,0,858,923,7.042253521126761,0.0,92.95774647887323
REAGAN,17.0,86,1,799,886,9.706546275395034,0.1128668171557562,90.18058690744921
REAL,28.0,321,15,2368,2704,11.871301775147929,0.5547337278106509,87.57396449704143
RED RIVER,1.0,305,48,5929,6282,4.855141674625915,0.7640878701050621,94.38077045526903
RED RIVER,4.0,163,15,2313,2491,6.543556804496187,0.602167804094741,92.85427539140908
REEVES,14.0,19,434,5298,5751,0.33037732568249,7.546513649800035,92.12310902451748
REEVES,22.0,1,131,1974,2106,0.04748338081671415,6.220322886989553,93.73219373219374
REFUGIO,4.0,246,50,4657,4953,4.966686856450636,1.0094891984655765,94.02382394508379
ROBERTS,13.0,126,0,597,723,17.42738589211618,0.0,82.57261410788381
ROBERTSON,10.0,1066,101,11449,12616,8.449587824984148,0.800570703868104,90.74984147114775
ROCKWALL,4.0,4107,713,83428,88248,4.653929834103889,0.8079503218203246,94.53811984407578
RUNNELS,1.0,552,12,6264,6828,8.084358523725834,0.17574692442882248,91.73989455184535
RUSK,7.0,323,61,6143,6527,4.948674735713191,0.9345794392523363,94.11674582503447
RUSK,8.0,117,1,1062,1180,9.915254237288137,0.0847457627118644,90.0
RUSK,9.0,104,13,2512,2629,3.9558767592240396,0.49448459490300495,95.54963864587296
RUSK,18.0,230,19,4062,4311,5.335189051264208,0.44073300858269543,94.2240779401531
RUSK,29.0,472,24,4733,5229,9.026582520558424,0.45897877223178424,90.51443870720979
RUSK,36.0,255,24,3892,4171,6.1136418125149845,0.5754015823543515,93.31095660513067
RUSK,38.0,508,61,9781,10350,4.908212560386473,0.5893719806763285,94.5024154589372
SABINE,28.0,688,36,7755,8479,8.114164406179974,0.4245783700908126,91.4612572237292
SAN AUGUSTINE,23.0,358,49,5657,6064,5.903693931398417,0.8080474934036939,93.28825857519789
SAN JACINTO,16.0,1603,102,18821,20526,7.809607327292214,0.4969307220111079,91.69346195069667
SAN PATRICIO,27.0,1306,441,43624,45371,2.8784906658438207,0.9719865112075996,96.14952282294857
SAN SABA,4.0,492,6,3305,3803,12.93715487772811,0.15777018143570865,86.90507494083619
SCHLEICHER,5.0,169,23,1544,1736,9.735023041474653,1.3248847926267282,88.94009216589862
SCURRY,36.0,719,20,8661,9400,7.648936170212766,0.2127659574468085,92.13829787234043
SHACKELFORD,4.0,231,3,2208,2442,9.45945945945946,0.12285012285012285,90.41769041769042
SHELBY,1.0,1089,41,15260,16390,6.644295302013423,0.25015253203172666,93.10555216595485
SHERMAN,19.0,149,1,1302,1452,10.261707988980715,0.06887052341597796,89.6694214876033
SMITH,1.0,8968,1656,151573,162197,5.529078836230016,1.020980659321689,93.44994050444829
SOMERVELL,15.0,757,28,6650,7435,10.181573638197714,0.3765971755211836,89.44182918628111
STARR,2.0,7,254,13267,13528,0.05174452986398581,1.8775872264931992,98.07066824364281
STARR,8.0,21,778,22074,22873,0.09181130590652734,3.401390285489442,96.50679840860403
STEPHENS,19.0,580,5,5322,5907,9.818858980870154,0.08464533604198408,90.09649568308787
STERLING,1.0,132,2,740,874,15.102974828375288,0.2288329519450801,84.66819221967964
STONEWALL,25.0,59,5,893,957,6.165099268547544,0.522466039707419,93.31243469174504
SUTTON,13.0,344,11,1999,2354,14.613423959218352,0.46728971962616817,84.91928632115548
SWISHER,15.0,68,4,1133,1205,5.643153526970955,0.33195020746887965,94.02489626556016
SWISHER,34.0,222,7,2475,2704,8.210059171597633,0.25887573964497046,91.5310650887574
TARRANT,6.0,1411,1349,83350,86110,1.6386017884101731,1.5666008593659273,96.79479735222391
TARRANT,12.0,11743,5725,416521,433989,2.7058289495816714,1.3191578588397401,95.97501319157858
TARRANT,24.0,14094,4146,335437,353677,3.984991955937197,1.172256041529418,94.84275200253339
TARRANT,25.0,6146,4396,227541,238083,2.5814526866680945,1.8464149057261543,95.57213240760575
TARRANT,26.0,0,0,18,18,0.0,0.0,100.0
TARRANT,30.0,261,795,31048,32104,0.8129828058808871,2.4763269374532766,96.71069025666583
TARRANT,33.0,1079,3816,163696,168591,0.6400104394659264,2.2634660213178637,97.09652353921621
TAYLOR,19.0,3402,306,86465,90173,3.772747940070753,0.33934769831324235,95.88790436161601
TERRELL,28.0,26,23,577,626,4.15335463258786,3.6741214057507987,92.17252396166134
TERRY,13.0,473,12,5934,6419,7.368749026328089,0.18694500701043776,92.44430596666147
THROCKMORTON,19.0,112,2,1099,1213,9.23330585325639,0.16488046166529266,90.60181368507831
TITUS,17.0,1326,122,16636,18084,7.332448573324486,0.6746295067462951,91.99292191992922
TOM GREEN,2.0,259,22,3913,4194,6.175488793514545,0.5245588936576061,93.29995231282786
TOM GREEN,7.0,273,16,5643,5932,4.602157788267027,0.26972353337828725,95.1281186783547
TOM GREEN,9.0,581,57,13955,14593,3.981360926471596,0.390598232029055,95.62804084149936
TOM GREEN,18.0,579,75,15078,15732,3.6803966437833715,0.4767353165522502,95.84286803966438
TOM GREEN,29.0,715,38,11601,12354,5.787599158167396,0.30759268253197347,93.90480815930063
TOM GREEN,36.0,115,23,4201,4339,2.650380271952063,0.5300760543904126,96.81954367365752
TOM GREEN,38.0,540,77,15038,15655,3.4493771957840944,0.4918556371766209,96.05876716703928
TRAVIS,10.0,3383,2796,139390,145569,2.323983815235387,1.9207386187993323,95.75527756596529
TRAVIS,17.0,393,895,47915,49203,0.7987317846472777,1.8189947767412555,97.38227343861146
TRAVIS,21.0,512,840,19944,21296,2.404207362885049,3.944402704733283,93.65138993238166
TRAVIS,35.0,594,4918,188022,193534,0.30692281459588494,2.5411555592299027,97.15192162617421
TRAVIS,37.0,4885,23980,489855,518720,0.9417412091301666,4.622917951881555,94.43534083898828
TRINITY,16.0,1091,72,11160,12323,8.853363628986449,0.5842733100705997,90.56236306094296
TYLER,31.0,1117,51,13716,14884,7.50470303681806,0.34264982531577537,92.15264713786617
UPSHUR,6.0,266,14,3661,3941,6.74955595026643,0.3552397868561279,92.89520426287744
UPSHUR,25.0,1332,119,25094,26545,5.01789414202298,0.44829534752307404,94.53381051045395
UPTON,10.0,261,3,1846,2110,12.369668246445498,0.14218009478672985,87.48815165876778
UVALDE,10.0,465,328,17179,17972,2.5873581126196306,1.8250612063209437,95.58758068105942
VAL VERDE,2.0,255,152,10331,10738,2.374743900167629,1.4155336189234493,96.20972248090892
VAL VERDE,8.0,183,467,18765,19415,0.9425701776976565,2.4053566829770796,96.65207313932527
VAN ZANDT,4.0,2412,104,39408,41924,5.753267817956302,0.24806793244919376,93.9986642495945
VICTORIA,17.0,2662,385,55170,58217,4.572547537660821,0.661318858752598,94.76613360358658
WALKER,7.0,404,39,5336,5779,6.990828863125108,0.6748572417373249,92.33431389513757
WALKER,9.0,343,34,4075,4452,7.70440251572327,0.7637017070979335,91.53189577717879
WALKER,18.0,745,61,9455,10261,7.260500925835689,0.5944839684241302,92.14501510574019
WALKER,29.0,462,87,9289,9838,4.696076438300468,0.884326082537101,94.41959747916243
WALKER,36.0,416,57,7367,7840,5.3061224489795915,0.7270408163265306,93.96683673469389
WALKER,38.0,66,1,811,878,7.517084282460136,0.11389521640091116,92.36902050113895
WALLER,10.0,1451,331,42332,44114,3.289205240966587,0.7503286938386907,95.96046606519472
WARD,23.0,355,36,6670,7061,5.02761648491715,0.5098427984704716,94.46254071661238
WASHINGTON,7.0,141,8,1207,1356,10.398230088495575,0.5899705014749262,89.0117994100295
WASHINGTON,8.0,4,3,93,100,4.0,3.0,93.0
WASHINGTON,9.0,317,26,3171,3514,9.021058622652248,0.7398975526465565,90.2390438247012
WASHINGTON,18.0,824,127,9578,10529,7.826004368885934,1.2061924209326622,90.96780321018142
WASHINGTON,29.0,813,77,6605,7495,10.847231487658439,1.027351567711808,88.12541694462975
WASHINGTON,36.0,198,27,2642,2867,6.906173700732474,0.9417509591907918,92.15207534007673
WEBB,28.0,241,6850,141401,148492,0.16229830563262668,4.613043126902459,95.22465856746491
WHARTON,10.0,1954,195,24314,26463,7.383894494199448,0.7368779049994332,91.87922760080112
WHEELER,13.0,462,4,2954,3420,13.508771929824562,0.11695906432748539,86.37426900584795
WICHITA,13.0,3630,369,76111,80110,4.531269504431407,0.4606166521033579,95.00811384346524
WILBARGER,17.0,342,34,7758,8134,4.204573395623309,0.4179985247110892,95.3774280796656
WILLACY,34.0,36,445,11206,11687,0.30803456832377857,3.807649525113374,95.88431590656285
WILLIAMSON,10.0,785,686,30197,31668,2.478842996084375,2.1662245800176834,95.35493242389794
WILLIAMSON,17.0,909,847,51402,53158,1.7099966138680915,1.5933631814590465,96.69664020467286
WILLIAMSON,31.0,10004,4771,310670,325445,3.0739449062053494,1.4659927176635068,95.46006237613113
WILLIAMSON,37.0,476,915,35246,36637,1.2992330158036958,2.4974752299587846,96.20329175423751
WILSON,35.0,328,76,8243,8647,3.793223083150225,0.8789175436567596,95.32785937319301
WILSON,37.0,1525,156,28854,30535,4.994268871786475,0.5108891436056984,94.49484198460783
WINKLER,23.0,203,3,3873,4079,4.976709977935768,0.07354743809757293,94.94974258396665
WISE,15.0,1966,114,35582,37662,5.220115766555149,0.30269236896606655,94.47719186447878
WISE,34.0,998,56,17268,18322,5.4470036022268316,0.3056434887021067,94.24735290907105
WOOD,34.0,2397,166,33092,35655,6.722759781236853,0.4655728509325481,92.8116673678306
YOAKUM,19.0,463,1,3840,4304,10.757434944237918,0.023234200743494422,89.21933085501858
YOUNG,1.0,994,34,11379,12407,8.011606351253326,0.27403884903683406,91.71435479970984
ZAPATA,28.0,10,1209,6988,8207,0.12184720360667724,14.731326916047276,85.14682588034604
ZAVALA,4.0,5,864,6956,7825,0.06389776357827476,11.041533546325878,88.89456869009584
